Gene stable ID,Strand,Chromosome/scaffold name,Gene description,Gene start (bp),Gene end (bp),Transcription start site (TSS)
Zm00001eb050460,-1,1,Zm00001e005016,257262772,257271061,257271061
Zm00001eb385870,1,9,Zm00001e037353,92187531,92190576,92187531
Zm00001eb210550,-1,5,Zm00001e011634,1203165,1206955,1206955
Zm00001eb390980,-1,9,Zm00001e037853,120177363,120181881,120181881
Zm00001eb033910,1,1,Zm00001e003436,187889836,187891273,187889836
Zm00001eb439830,1,scaf_243,Zm00001e042295,74283,75430,74283
Zm00001eb059300,-1,1,Zm00001e005860,289977908,289978648,289978648
Zm00001eb232140,1,5,Zm00001e013640,80845512,80867181,80845512
Zm00001eb232140,1,5,Zm00001e013640,80845512,80867181,80845594
Zm00001eb302480,-1,7,Zm00001e033036,15019712,15020621,15020621
Zm00001eb120340,1,3,Zm00001e122005,4264356,4265074,4264356
Zm00001eb229070,-1,5,Zm00001e013365,67499649,67503703,67503703
Zm00001eb229070,-1,5,Zm00001e013365,67499649,67503703,67503564
Zm00001eb365590,-1,8,Zm00001e028551,170148155,170159527,170159527
Zm00001eb032720,1,1,Zm00001e104821,182851043,182853377,182851043
Zm00001eb420820,1,10,Zm00001e040722,110062925,110071774,110062925
Zm00001eb420820,1,10,Zm00001e040722,110062925,110071774,110063173
Zm00001eb420820,1,10,Zm00001e040722,110062925,110071774,110063141
Zm00001eb162660,-1,3,Zm00001e020751.m1,233139167,233140336,233140336
Zm00001eb162660,-1,3,Zm00001e020751.m1,233139167,233140336,233140063
Zm00001eb047300,-1,1,Zm00001e106527,243222824,243223730,243223730
Zm00001eb106760,1,2,Zm00001e010542,211490605,211493497,211490605
Zm00001eb261500,1,6,Zm00001e029258,12679913,12682491,12680177
Zm00001eb261500,1,6,Zm00001e029258,12679913,12682491,12679913
Zm00001eb209460,-1,4,Zm00001e025361,248734414,248735323,248735323
Zm00001eb401810,1,9,Zm00001e038872,156946606,156947539,156946606
Zm00001eb289510,-1,6,Zm00001e031815,162325744,162326460,162326460
Zm00001eb097240,-1,2,Zm00001e009604,175680290,175686824,175686824
Zm00001eb394290,-1,9,Zm00001e038159,133597083,133599369,133599369
Zm00001eb078190,-1,2,Zm00001e007660,33151454,33154775,33154775
Zm00001eb078190,-1,2,Zm00001e007660,33151454,33154775,33154715
Zm00001eb213410,1,5,Zm00001e128258,5170597,5171007,5170597
Zm00001eb224250,1,5,Zm00001e012934,41352706,41364758,41352706
Zm00001eb430710,-1,10,Zm00001e041628.m1,144207970,144211831,144211507
Zm00001eb430710,-1,10,Zm00001e041628.m1,144207970,144211831,144211831
Zm00001eb114260,-1,2,Zm00001e011236,232801226,232809704,232809704
Zm00001eb114260,-1,2,Zm00001e011236,232801226,232809704,232809556
Zm00001eb333840,-1,8,Zm00001e139323,6587397,6587782,6587782
Zm00001eb037360,1,1,Zm00001e003733,200938388,200941609,200938388
Zm00001eb037360,1,1,Zm00001e003733,200938388,200941609,200938459
Zm00001eb037360,1,1,Zm00001e003733,200938388,200941609,200938659
Zm00001eb037360,1,1,Zm00001e003733,200938388,200941609,200938798
Zm00001eb371270,1,8,Zm00001e029086,181978200,181981028,181978200
Zm00001eb090990,-1,2,Zm00001e008967,132342500,132374790,132374790
Zm00001eb180070,1,4,Zm00001e022498,89886492,89888874,89886492
Zm00001eb035520,-1,1,Zm00001e003581,194244594,194247999,194247999
Zm00001eb035520,-1,1,Zm00001e003581,194244594,194247999,194247865
Zm00001eb035520,-1,1,Zm00001e003581,194244594,194247999,194247837
Zm00001eb126700,-1,3,Zm00001e017143,30356718,30360656,30360656
Zm00001eb381350,1,9,Zm00001e151477,45803509,45805289,45803509
Zm00001eb053860,1,1,Zm00001e005346,270280008,270282273,270280008
Zm00001eb058260,1,1,Zm00001e005766,286380116,286382781,286380116
Zm00001eb155060,1,3,Zm00001e019993,209052706,209054417,209052706
Zm00001eb002350,-1,1,Zm00001e000241,6515053,6516195,6516195
Zm00001eb127180,1,3,Zm00001e017198,33477086,33478581,33477086
Zm00001eb366820,1,8,Zm00001e028678,173199028,173201211,173199028
Zm00001eb123660,1,3,Zm00001e016842,15095306,15096857,15095421
Zm00001eb123660,1,3,Zm00001e016842,15095306,15096857,15095306
Zm00001eb143540,1,3,Zm00001e018858,164280614,164281916,164280614
Zm00001eb198800,1,4,Zm00001e113795,201827185,201835727,201827185
Zm00001eb156490,1,3,Zm00001e127444,213118093,213122408,213118093
Zm00001eb004570,-1,1,Zm00001e000460,12524456,12527892,12527892
Zm00001eb114320,1,2,Zm00001e011242,232913959,232918936,232913959
Zm00001eb114320,1,2,Zm00001e011242,232913959,232918936,232914038
Zm00001eb388780,-1,9,Zm00001e037647,109385816,109391305,109391084
Zm00001eb388780,-1,9,Zm00001e037647,109385816,109391305,109391129
Zm00001eb388780,-1,9,Zm00001e037647,109385816,109391305,109391136
Zm00001eb388780,-1,9,Zm00001e037647,109385816,109391305,109391305
Zm00001eb424110,1,10,Zm00001e041012,124985084,124985968,124985084
Zm00001eb141430,1,3,Zm00001e018674,153463433,153466321,153463433
Zm00001eb198940,1,4,Zm00001e113811,202433302,202435217,202433302
Zm00001eb275860,-1,6,Zm00001e030522,108710446,108727403,108727403
Zm00001eb275860,-1,6,Zm00001e030522,108710446,108727403,108727355
Zm00001eb392110,-1,9,Zm00001e153482,124357169,124357564,124357564
Zm00001eb228430,1,5,Zm00001e129888,64637346,64647229,64637346
Zm00001eb065940,-1,2,Zm00001e006514,1544730,1548469,1548431
Zm00001eb065940,-1,2,Zm00001e006514,1544730,1548469,1548469
Zm00001eb228230,1,5,Zm00001e013296,63847572,63850369,63847572
Zm00001eb266400,1,6,Zm00001e029603,42844621,42850724,42844621
Zm00001eb108490,1,2,Zm00001e010702,216343669,216346290,216343669
Zm00001eb256350,-1,5,Zm00001e015992,219301902,219307513,219307403
Zm00001eb256350,-1,5,Zm00001e015992,219301902,219307513,219307513
Zm00001eb256350,-1,5,Zm00001e015992,219301902,219307513,219307386
Zm00001eb143700,1,3,Zm00001e018873,165006333,165012131,165008916
Zm00001eb143700,1,3,Zm00001e018873,165006333,165012131,165006494
Zm00001eb143700,1,3,Zm00001e018873,165006333,165012131,165006333
Zm00001eb331160,1,7,Zm00001e035906,183190533,183193395,183190533
Zm00001eb127400,-1,3,Zm00001e122799,34600997,34606085,34606085
Zm00001eb177190,1,4,Zm00001e022193,65563708,65566821,65563708
Zm00001eb216820,-1,5,Zm00001e128514,12817671,12818068,12818068
Zm00001eb271730,-1,6,Zm00001e030116,91245906,91246870,91246870
Zm00001eb129310,1,3,Zm00001e123116,47809035,47809792,47809035
Zm00001eb416050,1,10,Zm00001e040236,81051756,81060547,81051756
Zm00001eb360570,1,8,Zm00001e028091,155587232,155588729,155587232
Zm00001eb360570,1,8,Zm00001e028091,155587232,155588729,155587388
Zm00001eb219620,-1,5,Zm00001e128731,20676329,20676643,20676643
Zm00001eb212310,-1,5,Zm00001e128216,3490454,3490684,3490684
Zm00001eb274580,-1,6,Zm00001e030396,104190590,104192000,104192000
Zm00001eb222310,-1,5,Zm00001e012734,32349396,32353074,32353074
Zm00001eb222310,-1,5,Zm00001e012734,32349396,32353074,32353058
Zm00001eb074020,-1,2,Zm00001e007252,19101722,19102403,19102403
Zm00001eb144930,1,3,Zm00001e018988,173296648,173300313,173296648
Zm00001eb105240,-1,2,Zm00001e010391,206690625,206691564,206691564
Zm00001eb287620,-1,6,Zm00001e031629,156454641,156457397,156457397
Zm00001eb009030,1,1,Zm00001e100831,27817430,27818817,27817430
Zm00001eb269820,-1,6,Zm00001e029915,75552295,75554041,75554041
Zm00001eb348210,-1,8,Zm00001e141873,99991347,99991721,99991721
Zm00001eb402220,1,9,Zm00001e038901,157705000,157707639,157705000
Zm00001eb077390,1,2,Zm00001e007583,30069461,30074837,30069461
Zm00001eb077390,1,2,Zm00001e007583,30069461,30074837,30069694
Zm00001eb077390,1,2,Zm00001e007583,30069461,30074837,30069606
Zm00001eb400310,-1,9,Zm00001e038731,153544039,153548380,153548280
Zm00001eb400310,-1,9,Zm00001e038731,153544039,153548380,153548269
Zm00001eb400310,-1,9,Zm00001e038731,153544039,153548380,153548380
Zm00001eb430330,1,10,Zm00001e041576,143183466,143188227,143183466
Zm00001eb430330,1,10,Zm00001e041576,143183466,143188227,143183489
Zm00001eb407550,1,10,Zm00001e039436,7903340,7915870,7903340
Zm00001eb407550,1,10,Zm00001e039436,7903340,7915870,7903394
Zm00001eb110390,1,2,Zm00001e010870,220775632,220780674,220775632
Zm00001eb204800,-1,4,Zm00001e024901,236706409,236707156,236707156
Zm00001eb082860,-1,2,Zm00001e008108,53384127,53387772,53387772
Zm00001eb034910,1,1,Zm00001e105100,192185216,192186784,192185216
Zm00001eb359720,1,8,Zm00001e028009,152925340,152931695,152925340
Zm00001eb359720,1,8,Zm00001e028009,152925340,152931695,152926562
Zm00001eb101440,1,2,Zm00001e010024,193964575,193978407,193964575
Zm00001eb101440,1,2,Zm00001e010024,193964575,193978407,193964591
Zm00001eb181650,1,4,Zm00001e022679,116640546,116642544,116640546
Zm00001eb124560,1,3,Zm00001e016932,18242881,18245540,18242881
Zm00001eb143550,-1,3,Zm00001e018860,164362087,164367199,164367199
Zm00001eb278880,1,6,Zm00001e030788,120720460,120721617,120720460
Zm00001eb403420,-1,9,Zm00001e039016,159715178,159716708,159716708
Zm00001eb403420,-1,9,Zm00001e039016,159715178,159716708,159716142
Zm00001eb436790,1,scaf_87,Zm00001e042165,35331,37150,35331
Zm00001eb314740,-1,7,Zm00001e137570,130379949,130386666,130386666
Zm00001eb014040,1,1,Zm00001e001377,47134123,47136298,47134123
Zm00001eb126480,-1,3,Zm00001e122666,29554400,29557476,29557476
Zm00001eb299260,1,7,Zm00001e032750.m1,3107413,3108306,3107875
Zm00001eb299260,1,7,Zm00001e032750.m1,3107413,3108306,3107413
Zm00001eb266260,1,6,Zm00001e029590,42306363,42309498,42306363
Zm00001eb266260,1,6,Zm00001e029590,42306363,42309498,42306378
Zm00001eb266260,1,6,Zm00001e029590,42306363,42309498,42306389
Zm00001eb394580,-1,9,Zm00001e038190,134580984,134604696,134604670
Zm00001eb394580,-1,9,Zm00001e038190,134580984,134604696,134604696
Zm00001eb394580,-1,9,Zm00001e038190,134580984,134604696,134604501
Zm00001eb337310,-1,8,Zm00001e139749,20583466,20584620,20584620
Zm00001eb428250,1,10,Zm00001e158259,137925832,137927810,137925832
Zm00001eb426420,-1,10,Zm00001e041218,132786924,132793028,132793028
Zm00001eb426420,-1,10,Zm00001e041218,132786924,132793028,132792833
Zm00001eb426420,-1,10,Zm00001e041218,132786924,132793028,132790415
Zm00001eb105850,-1,2,Zm00001e010463,209391626,209393845,209393845
Zm00001eb105850,-1,2,Zm00001e010463,209391626,209393845,209393642
Zm00001eb387030,1,9,Zm00001e037481,99580513,99586898,99580513
Zm00001eb338570,1,8,Zm00001e026051,25667187,25670912,25667187
Zm00001eb081690,1,2,Zm00001e007995,47583409,47584109,47583409
Zm00001eb352020,-1,8,Zm00001e027297,121583399,121584667,121584667
Zm00001eb255840,1,5,Zm00001e015944,218235780,218239943,218235780
Zm00001eb255840,1,5,Zm00001e015944,218235780,218239943,218235928
Zm00001eb250400,1,5,Zm00001e133555,199121678,199127179,199121678
Zm00001eb013610,-1,1,Zm00001e001334,45597357,45600587,45600587
Zm00001eb013610,-1,1,Zm00001e001334,45597357,45600587,45600537
Zm00001eb013610,-1,1,Zm00001e001334,45597357,45600587,45600501
Zm00001eb013610,-1,1,Zm00001e001334,45597357,45600587,45600538
Zm00001eb304800,-1,7,Zm00001e134989,29153875,29156595,29156595
Zm00001eb317720,-1,7,Zm00001e034624,142664641,142668087,142668087
Zm00001eb242900,-1,5,Zm00001e014737,173106022,173107392,173107392
Zm00001eb345510,1,8,Zm00001e026689,80571531,80578356,80571901
Zm00001eb345510,1,8,Zm00001e026689,80571531,80578356,80571531
Zm00001eb345510,1,8,Zm00001e026689,80571531,80578356,80571920
Zm00001eb036750,-1,1,Zm00001e003679,199013374,199015301,199015301
Zm00001eb070520,-1,2,Zm00001e006917,9881902,9883765,9883765
Zm00001eb279020,1,6,Zm00001e030798,121214483,121217543,121214616
Zm00001eb279020,1,6,Zm00001e030798,121214483,121217543,121214675
Zm00001eb279020,1,6,Zm00001e030798,121214483,121217543,121214483
Zm00001eb249910,-1,5,Zm00001e015364,197599818,197603874,197603874
Zm00001eb249910,-1,5,Zm00001e015364,197599818,197603874,197603853
Zm00001eb297220,-1,6,Zm00001e150087,178423382,178428198,178428198
Zm00001eb404530,-1,9,Zm00001e039132,161847724,161849302,161849302
Zm00001eb276160,1,6,Zm00001e030547,110082119,110088703,110082119
Zm00001eb276160,1,6,Zm00001e030547,110082119,110088703,110082219
Zm00001eb276160,1,6,Zm00001e030547,110082119,110088703,110082328
Zm00001eb115290,1,2,Zm00001e011327,236028015,236035901,236028095
Zm00001eb115290,1,2,Zm00001e011327,236028015,236035901,236028015
Zm00001eb274280,1,6,Zm00001e030368,103034095,103036149,103034095
Zm00001eb274280,1,6,Zm00001e030368,103034095,103036149,103034440
Zm00001eb371490,1,9,Zm00001e036016,2055780,2059375,2055875
Zm00001eb371490,1,9,Zm00001e036016,2055780,2059375,2055780
Zm00001eb371490,1,9,Zm00001e036016,2055780,2059375,2056020
Zm00001eb089330,-1,2,Zm00001e118249,115437481,115441375,115441375
Zm00001eb394990,-1,9,Zm00001e038227,136450154,136450796,136450796
Zm00001eb099130,-1,2,Zm00001e009788,183884895,183886566,183886566
Zm00001eb099130,-1,2,Zm00001e009788,183884895,183886566,183886460
Zm00001eb423050,-1,10,Zm00001e040929,121481662,121484419,121484419
Zm00001eb423050,-1,10,Zm00001e040929,121481662,121484419,121484360
Zm00001eb423050,-1,10,Zm00001e040929,121481662,121484419,121484332
Zm00001eb423050,-1,10,Zm00001e040929,121481662,121484419,121484288
Zm00001eb335030,1,8,Zm00001e025721,11717745,11721770,11717745
Zm00001eb088910,1,2,Zm00001e008763,113580070,113620913,113580070
Zm00001eb088910,1,2,Zm00001e008763,113580070,113620913,113580108
Zm00001eb088910,1,2,Zm00001e008763,113580070,113620913,113589992
Zm00001eb213110,1,5,Zm00001e011883,4716222,4717441,4716264
Zm00001eb213110,1,5,Zm00001e011883,4716222,4717441,4716222
Zm00001eb306400,-1,7,Zm00001e033413,42734578,42736049,42736049
Zm00001eb281360,1,6,Zm00001e031030,132147991,132153860,132147991
Zm00001eb026490,-1,1,Zm00001e002647,121465669,121469876,121469876
Zm00001eb080260,-1,2,Zm00001e007861,41697999,41705192,41705192
Zm00001eb323640,-1,7,Zm00001e035198,165085575,165090491,165090491
Zm00001eb321680,-1,7,Zm00001e035004,156055492,156074637,156074637
Zm00001eb339110,1,8,Zm00001e026100,28425623,28426388,28425623
Zm00001eb357650,1,8,Zm00001e027827,145089496,145091887,145089496
Zm00001eb347310,1,8,Zm00001e026879,94795968,94796810,94795968
Zm00001eb432560,-1,10,Zm00001e158650,148651766,148652056,148652056
Zm00001eb407120,-1,10,Zm00001e039406,6338790,6343617,6343617
Zm00001eb143180,-1,3,Zm00001e018824,162127072,162130673,162130673
Zm00001eb276820,1,6,Zm00001e030595,112981292,112982244,112981292
Zm00001eb401710,1,9,Zm00001e154368,156600315,156607657,156600315
Zm00001eb330570,1,7,Zm00001e035844,181888151,181890097,181888151
Zm00001eb397280,1,9,Zm00001e038448,144831015,144833365,144831015
Zm00001eb129240,-1,3,Zm00001e017410,47448708,47452106,47452106
Zm00001eb234970,-1,5,Zm00001e013937,103400307,103409679,103409630
Zm00001eb234970,-1,5,Zm00001e013937,103400307,103409679,103409679
Zm00001eb074510,1,2,Zm00001e007304,20680642,20683157,20680642
Zm00001eb176130,-1,4,Zm00001e022071,55443427,55444855,55444855
Zm00001eb228650,1,5,Zm00001e013331,66024976,66028180,66024981
Zm00001eb228650,1,5,Zm00001e013331,66024976,66028180,66025620
Zm00001eb228650,1,5,Zm00001e013331,66024976,66028180,66024976
Zm00001eb228650,1,5,Zm00001e013331,66024976,66028180,66025123
Zm00001eb293200,-1,6,Zm00001e032167,170909387,170910413,170910413
Zm00001eb277230,1,6,Zm00001e030635,113959015,113959561,113959015
Zm00001eb291610,-1,6,Zm00001e032020,167488172,167494526,167489854
Zm00001eb291610,-1,6,Zm00001e032020,167488172,167494526,167494526
Zm00001eb291610,-1,6,Zm00001e032020,167488172,167494526,167494467
Zm00001eb291610,-1,6,Zm00001e032020,167488172,167494526,167489898
Zm00001eb291610,-1,6,Zm00001e032020,167488172,167494526,167489822
Zm00001eb402140,1,9,Zm00001e038896,157525594,157526442,157525594
Zm00001eb074460,-1,2,Zm00001e007302,20573349,20576237,20576237
Zm00001eb244950,1,5,Zm00001e132982,179869171,179869455,179869171
Zm00001eb420180,-1,10,Zm00001e157354,105722270,105722893,105722893
Zm00001eb214630,1,5,Zm00001e012015,7313438,7318612,7313438
Zm00001eb156190,1,3,Zm00001e020106,212410664,212411823,212410664
Zm00001eb085480,1,2,Zm00001e117126,73377269,73377965,73377269
Zm00001eb214250,-1,5,Zm00001e011985,6786448,6787188,6787188
Zm00001eb278770,-1,6,Zm00001e030779,120293526,120301428,120301428
Zm00001eb436070,-1,scaf_49,Zm00001e042199,101701,102223,102223
Zm00001eb401270,-1,9,Zm00001e038817,155757422,155761578,155761427
Zm00001eb401270,-1,9,Zm00001e038817,155757422,155761578,155761578
Zm00001eb316470,1,7,Zm00001e034504,137427592,137429871,137427592
Zm00001eb328750,-1,7,Zm00001e035665,177737141,177757923,177757923
Zm00001eb328750,-1,7,Zm00001e035665,177737141,177757923,177745678
Zm00001eb423330,-1,10,Zm00001e040951,122530911,122532665,122532665
Zm00001eb027160,1,1,Zm00001e103422,129855285,129855731,129855285
Zm00001eb198270,-1,4,Zm00001e024239,199689000,199689650,199689650
Zm00001eb094660,-1,2,Zm00001e119452,161085676,161086011,161086011
Zm00001eb154780,-1,3,Zm00001e019963,208036484,208040053,208040053
Zm00001eb154780,-1,3,Zm00001e019963,208036484,208040053,208039372
Zm00001eb000830,1,1,Zm00001e000087,3028126,3030012,3028126
Zm00001eb440000,-1,scaf_258,Zm00001e159475,8871,12595,12595
Zm00001eb015390,1,1,Zm00001e001517,52641608,52647191,52641608
Zm00001eb386580,1,9,Zm00001e037436,96803663,96804663,96803663
Zm00001eb386580,1,9,Zm00001e037436,96803663,96804663,96803886
Zm00001eb213280,-1,5,Zm00001e011899,4962354,4965862,4965862
Zm00001eb341820,1,8,Zm00001e140734,56994128,56995447,56994128
Zm00001eb019580,1,1,Zm00001e001944,71094199,71097377,71094199
Zm00001eb225970,1,5,Zm00001e013089,53123047,53126998,53123047
Zm00001eb389670,-1,9,Zm00001e037723,113645172,113651878,113651878
Zm00001eb389670,-1,9,Zm00001e037723,113645172,113651878,113651712
Zm00001eb237660,1,5,Zm00001e014226,139881888,139884875,139881888
Zm00001eb008680,1,1,Zm00001e000845,26535248,26540374,26535322
Zm00001eb008680,1,1,Zm00001e000845,26535248,26540374,26535248
Zm00001eb008680,1,1,Zm00001e000845,26535248,26540374,26535348
Zm00001eb092400,1,2,Zm00001e119032,146029498,146030244,146029498
Zm00001eb212190,-1,5,Zm00001e128207,3358185,3359501,3359501
Zm00001eb430230,1,10,Zm00001e041564,142935952,142944548,142935952
Zm00001eb196180,-1,4,Zm00001e024066,191927939,191933838,191933509
Zm00001eb196180,-1,4,Zm00001e024066,191927939,191933838,191933736
Zm00001eb196180,-1,4,Zm00001e024066,191927939,191933838,191933593
Zm00001eb196180,-1,4,Zm00001e024066,191927939,191933838,191933632
Zm00001eb196180,-1,4,Zm00001e024066,191927939,191933838,191933838
Zm00001eb223850,1,5,Zm00001e012878,39254119,39264535,39254304
Zm00001eb223850,1,5,Zm00001e012878,39254119,39264535,39254119
Zm00001eb068970,1,2,Zm00001e006793,6553988,6554566,6553988
Zm00001eb319990,1,7,Zm00001e034847,150457882,150461374,150458370
Zm00001eb319990,1,7,Zm00001e034847,150457882,150461374,150457882
Zm00001eb237590,1,5,Zm00001e131917,139491631,139496720,139491631
Zm00001eb205510,1,4,Zm00001e024981,239979782,239983188,239979953
Zm00001eb205510,1,4,Zm00001e024981,239979782,239983188,239979782
Zm00001eb205510,1,4,Zm00001e024981,239979782,239983188,239980724
Zm00001eb162130,-1,3,Zm00001e020703,231248297,231271753,231271753
Zm00001eb162130,-1,3,Zm00001e020703,231248297,231271753,231271586
Zm00001eb098590,1,2,Zm00001e009735,181590171,181595315,181590509
Zm00001eb098590,1,2,Zm00001e009735,181590171,181595315,181590171
Zm00001eb098590,1,2,Zm00001e009735,181590171,181595315,181590235
Zm00001eb049400,-1,1,Zm00001e106764,252619685,252622019,252622019
Zm00001eb239890,-1,5,Zm00001e014452,156696930,156705360,156702906
Zm00001eb239890,-1,5,Zm00001e014452,156696930,156705360,156705360
Zm00001eb418710,-1,10,Zm00001e157087,96181430,96183850,96183850
Zm00001eb335800,-1,8,Zm00001e025797,14489458,14493625,14493625
Zm00001eb182670,1,4,Zm00001e111714,127008708,127009061,127008708
Zm00001eb086580,-1,2,Zm00001e008492,85109641,85117672,85117616
Zm00001eb086580,-1,2,Zm00001e008492,85109641,85117672,85117672
Zm00001eb025210,-1,1,Zm00001e002501,107490921,107508181,107508181
Zm00001eb092730,1,2,Zm00001e009142,148334606,148337557,148334606
Zm00001eb142980,1,3,Zm00001e018802,160738572,160742530,160738572
Zm00001eb125800,-1,3,Zm00001e122554,25296479,25301401,25301401
Zm00001eb339230,-1,8,Zm00001e026109,29064388,29068963,29068549
Zm00001eb339230,-1,8,Zm00001e026109,29064388,29068963,29068098
Zm00001eb339230,-1,8,Zm00001e026109,29064388,29068963,29068963
Zm00001eb055770,-1,1,Zm00001e107426,277232898,277233734,277233734
Zm00001eb025810,-1,1,Zm00001e002564,113275810,113276713,113276713
Zm00001eb066320,-1,2,Zm00001e006545,1987686,1989377,1989377
Zm00001eb339000,-1,8,Zm00001e026087,27934677,27937373,27937373
Zm00001eb360560,1,8,Zm00001e028090,155579869,155583985,155579869
Zm00001eb257620,1,5,Zm00001e134113,221674643,221681091,221674643
Zm00001eb343100,-1,8,Zm00001e026468,67400626,67401431,67401431
Zm00001eb055220,1,1,Zm00001e005478,275319479,275321441,275319479
Zm00001eb346140,1,8,Zm00001e026756,85439435,85445430,85439488
Zm00001eb346140,1,8,Zm00001e026756,85439435,85445430,85439435
Zm00001eb300670,-1,7,Zm00001e032870,7404934,7406210,7406210
Zm00001eb427090,1,10,Zm00001e041285,134792221,134792949,134792221
Zm00001eb341760,1,8,Zm00001e026343,56563994,56568005,56563994
Zm00001eb080580,-1,2,Zm00001e007892,43248224,43250938,43250938
Zm00001eb421310,1,10,Zm00001e040773,113258320,113268929,113258320
Zm00001eb421310,1,10,Zm00001e040773,113258320,113268929,113258476
Zm00001eb421310,1,10,Zm00001e040773,113258320,113268929,113259040
Zm00001eb421310,1,10,Zm00001e040773,113258320,113268929,113258514
Zm00001eb036580,1,1,Zm00001e003665,198212675,198217440,198212675
Zm00001eb036580,1,1,Zm00001e003665,198212675,198217440,198213167
Zm00001eb202520,-1,4,Zm00001e024664,221904970,221909661,221909327
Zm00001eb202520,-1,4,Zm00001e024664,221904970,221909661,221909661
Zm00001eb152930,1,3,Zm00001e019788,201723588,201724760,201723588
Zm00001eb242620,1,5,Zm00001e014712,171829546,171832340,171829733
Zm00001eb242620,1,5,Zm00001e014712,171829546,171832340,171829846
Zm00001eb242620,1,5,Zm00001e014712,171829546,171832340,171829546
Zm00001eb096960,1,2,Zm00001e119775,174624158,174625146,174624158
Zm00001eb089660,-1,2,Zm00001e008821,117558797,117564100,117563453
Zm00001eb089660,-1,2,Zm00001e008821,117558797,117564100,117564100
Zm00001eb089660,-1,2,Zm00001e008821,117558797,117564100,117563590
Zm00001eb223300,-1,5,Zm00001e012829,36464301,36466556,36466556
Zm00001eb135350,1,3,Zm00001e018029,116722284,116723627,116722284
Zm00001eb150690,1,3,Zm00001e019552,193335022,193336238,193335022
Zm00001eb252370,1,5,Zm00001e015611,209910025,209913272,209910025
Zm00001eb252370,1,5,Zm00001e015611,209910025,209913272,209910285
Zm00001eb440100,-1,scaf_259,Zm00001e159505,52059,56033,56033
Zm00001eb066560,1,2,Zm00001e006569,2343617,2353673,2343622
Zm00001eb066560,1,2,Zm00001e006569,2343617,2353673,2343617
Zm00001eb224770,1,5,Zm00001e012980,44649475,44655067,44649477
Zm00001eb224770,1,5,Zm00001e012980,44649475,44655067,44649645
Zm00001eb224770,1,5,Zm00001e012980,44649475,44655067,44649475
Zm00001eb224770,1,5,Zm00001e012980,44649475,44655067,44649586
Zm00001eb320480,-1,7,Zm00001e138243,151892709,151893961,151893961
Zm00001eb003190,-1,1,Zm00001e000324,8602409,8607605,8605168
Zm00001eb003190,-1,1,Zm00001e000324,8602409,8607605,8607605
Zm00001eb003190,-1,1,Zm00001e000324,8602409,8607605,8607242
Zm00001eb013100,-1,1,Zm00001e001291,43531905,43534945,43534945
Zm00001eb013100,-1,1,Zm00001e001291,43531905,43534945,43534828
Zm00001eb312170,-1,7,Zm00001e034074,113400399,113403414,113403414
Zm00001eb312170,-1,7,Zm00001e034074,113400399,113403414,113402677
Zm00001eb362980,1,8,Zm00001e143581,164587127,164587510,164587127
Zm00001eb111640,1,2,Zm00001e010987,224035610,224041010,224035784
Zm00001eb111640,1,2,Zm00001e010987,224035610,224041010,224035610
Zm00001eb038870,1,1,Zm00001e003879,207267197,207279907,207267297
Zm00001eb038870,1,1,Zm00001e003879,207267197,207279907,207267383
Zm00001eb038870,1,1,Zm00001e003879,207267197,207279907,207267197
Zm00001eb039560,1,1,Zm00001e003940,209813625,209817810,209813625
Zm00001eb316040,1,7,Zm00001e137731,135853446,135853673,135853446
Zm00001eb137040,-1,3,Zm00001e018217,130594814,130598135,130598135
Zm00001eb137040,-1,3,Zm00001e018217,130594814,130598135,130598129
Zm00001eb226810,1,5,Zm00001e013164,58058068,58061914,58058068
Zm00001eb365940,1,8,Zm00001e028586,171206181,171210642,171206181
Zm00001eb365940,1,8,Zm00001e028586,171206181,171210642,171206234
Zm00001eb056480,1,1,Zm00001e005600,280500284,280506503,280500284
Zm00001eb377310,1,9,Zm00001e150850,22317536,22319277,22317536
Zm00001eb208110,1,4,Zm00001e025228,246309170,246318613,246309170
Zm00001eb176190,-1,4,Zm00001e022079,55755497,55756759,55756759
Zm00001eb176190,-1,4,Zm00001e022079,55755497,55756759,55756695
Zm00001eb301380,1,7,Zm00001e032937,10334052,10335241,10334052
Zm00001eb224520,-1,5,Zm00001e129324,42665823,42666943,42666943
Zm00001eb002140,1,1,Zm00001e100181,6130065,6130508,6130065
Zm00001eb179480,1,4,Zm00001e110553,84859231,84860138,84859231
Zm00001eb281570,1,6,Zm00001e031045,132876191,132883805,132876997
Zm00001eb281570,1,6,Zm00001e031045,132876191,132883805,132876191
Zm00001eb436030,1,scaf_49,Zm00001e042194,50853,51905,50853
Zm00001eb381990,-1,9,Zm00001e036954,49467449,49468437,49468437
Zm00001eb074880,-1,2,Zm00001e007348,21970127,21972992,21972992
Zm00001eb288160,-1,6,Zm00001e031682,158314967,158320637,158320500
Zm00001eb288160,-1,6,Zm00001e031682,158314967,158320637,158320637
Zm00001eb288160,-1,6,Zm00001e031682,158314967,158320637,158320486
Zm00001eb223890,1,5,Zm00001e012884,39581324,39583870,39581344
Zm00001eb223890,1,5,Zm00001e012884,39581324,39583870,39581324
Zm00001eb223890,1,5,Zm00001e012884,39581324,39583870,39581382
Zm00001eb142530,1,3,Zm00001e018758,158736967,158741971,158736967
Zm00001eb053520,-1,1,Zm00001e005310,268971531,268977125,268977125
Zm00001eb053520,-1,1,Zm00001e005310,268971531,268977125,268976916
