Requested ID,Matched ID(s),Releases,Condition
Traes_2BL_F9E12C3E4,TraesCS2A02G532800,109: TraesCS2A02G532800.193: TraesCS2A02G532800.1,T2up
Traes_2BL_F9E12C3E4,TraesCS2B02G562300,109: TraesCS2B02G562300.193: TraesCS2B02G562300.1,T2up
Traes_2AL_B55CD3AF8,TraesCS2D02G249000,109: TraesCS2D02G249000.193: TraesCS2D02G249000.1,T2up
Traes_2AL_B55CD3AF8,TraesCS2B02G263600,109: TraesCS2B02G263600.193: TraesCS2B02G263600.1,T2up
Traes_2AL_B55CD3AF8,TraesCS2A02G246700,109: TraesCS2A02G246700.193: TraesCS2A02G246700.1,T2up
Traes_4BL_AE61A838A,TraesCS4B02G258500,109: TraesCS4B02G258500.193: TraesCS4B02G258500.1,T2up
Traes_4BL_AE61A838A,TraesCS4A02G046500,109: TraesCS4A02G046500.193: TraesCS4A02G046500.1,T2up
Traes_4BL_AE61A838A,TraesCS4D02G258300,109: TraesCS4D02G258300.193: TraesCS4D02G258300.1,T2up
Traes_6AL_FFB09C712,TraesCS6A02G305500,109: TraesCS6A02G305500.193: TraesCS6A02G305500.1,T2up
Traes_6AL_FFB09C712,TraesCS6B02G333700,109: TraesCS6B02G333700.193: TraesCS6B02G333700.1,T2up
Traes_6AL_FFB09C712,TraesCS6D02G284600,109: TraesCS6D02G284600.193: TraesCS6D02G284600.1,T2up
Traes_2DL_0D29B7C6B,TraesCS2B02G557400,109: TraesCS2B02G557400.193: TraesCS2B02G557400.1,T2up
Traes_2BL_657D729B2,TraesCS2A02G387400,109: TraesCS2A02G387400.193: TraesCS2A02G387400.1,T2up
Traes_2BL_657D729B2,TraesCS2B02G405200,109: TraesCS2B02G405200.193: TraesCS2B02G405200.1,T2up
Traes_2BL_657D729B2,TraesCS2D02G385000,109: TraesCS2D02G385000.193: TraesCS2D02G385000.1,T2up
Traes_3DS_76B1D4A04,TraesCS3D02G111400,109: TraesCS3D02G111400.193: TraesCS3D02G111400.1,T2up
Traes_3DS_76B1D4A04,TraesCS3A02G109600,109: TraesCS3A02G109600.193: TraesCS3A02G109600.1,T2up
Traes_2BL_FDE5A101F,TraesCS2A02G246100,109: TraesCS2A02G246100.193: TraesCS2A02G246100.1,T2up
Traes_2BL_FDE5A101F,TraesCS2D02G248500,109: TraesCS2D02G248500.193: TraesCS2D02G248500.1,T2up
Traes_2BL_FDE5A101F,TraesCS2B02G270400,109: TraesCS2B02G270400.193: TraesCS2B02G270400.1,T2up
Traes_1DL_BF87EE1AC,TraesCS1D02G306100,109: TraesCS1D02G306100.193: TraesCS1D02G306100.1,T2up
Traes_1DL_BF87EE1AC,TraesCS1A02G306400,109: TraesCS1A02G306400.193: TraesCS1A02G306400.1,T2up
Traes_7DL_3CE000E38,TraesCS7A02G398400,109: TraesCS7A02G398400.193: TraesCS7A02G398400.1,T2up
Traes_7DL_3CE000E38,TraesCS7B02G299200,109: TraesCS7B02G299200.193: TraesCS7B02G299200.1,T2up
Traes_7DL_3CE000E38,TraesCS7D02G392800,109: TraesCS7D02G392800.193: TraesCS7D02G392800.1,T2up
Traes_7DS_ED0582DF2,TraesCS7B02G111000,109: TraesCS7B02G111000.193: TraesCS7B02G111000.1,T2up
Traes_7DS_ED0582DF2,TraesCS7A02G204000,109: TraesCS7A02G204000.193: TraesCS7A02G204000.1,T2up
Traes_7DS_ED0582DF2,TraesCS7D02G207100,109: TraesCS7D02G207100.193: TraesCS7D02G207100.1,T2up
Traes_3AS_F94A4EC7E,TraesCS3B02G143500,109: TraesCS3B02G143500.193: TraesCS3B02G143500.1,T2up
Traes_3AS_F94A4EC7E,TraesCS3A02G124600,109: TraesCS3A02G124600.193: TraesCS3A02G124600.1,T2up
Traes_3AS_F94A4EC7E,TraesCS3D02G126100,109: TraesCS3D02G126100.193: TraesCS3D02G126100.1,T2up
Traes_3AS_F94A4EC7E,TraesCS3D02G126200,109: TraesCS3D02G126200.193: TraesCS3D02G126200.1,T2up
Traes_3AS_F94A4EC7E,TraesCS3B02G144300,109: TraesCS3B02G144300.193: TraesCS3B02G144300.1,T2up
Traes_5AS_39B2912AA,TraesCS5B02G038200,109: TraesCS5B02G038200.193: TraesCS5B02G038200.1,T2up
Traes_5AS_39B2912AA,TraesCS5A02G037300,109: TraesCS5A02G037300.193: TraesCS5A02G037300.1,T2up
Traes_4AL_4BB1E1432,TraesCS4A02G356100,109: TraesCS4A02G356100.193: TraesCS4A02G356100.1,T2up
Traes_4AL_4BB1E1432,TraesCS5B02G516100,109: TraesCS5B02G516100.193: TraesCS5B02G516100.1,T2up
Traes_4AL_4BB1E1432,TraesCS5D02G516200,109: TraesCS5D02G516200.193: TraesCS5D02G516200.1,T2up
Traes_2DL_50A6400AF,TraesCS2B02G542900,109: TraesCS2B02G542900.193: TraesCS2B02G542900.1,T2up
Traes_2DL_50A6400AF,TraesCS2A02G514600,109: TraesCS2A02G514600.193: TraesCS2A02G514600.1,T2up
Traes_2DL_50A6400AF,TraesCS2D02G516200,109: TraesCS2D02G516200.193: TraesCS2D02G516200.1,T2up
Traes_7BL_9D56CA779,TraesCS7B02G216300,109: TraesCS7B02G216300.193: TraesCS7B02G216300.1,T2up
Traes_7BL_FC86B4D6E,TraesCS7D02G370500,109: TraesCS7D02G370500.193: TraesCS7D02G370500.1,T2up
Traes_7BL_FC86B4D6E,TraesCS7A02G352600,109: TraesCS7A02G352600.193: TraesCS7A02G352600.1,T2up
Traes_7BL_FC86B4D6E,TraesCS7B02G275500,109: TraesCS7B02G275500.193: TraesCS7B02G275500.1,T2up
Traes_4DS_EC288617E,TraesCS4A02G204800,109: TraesCS4A02G204800.193: TraesCS4A02G204800.1,T2up
Traes_4DS_EC288617E,TraesCS4B02G108400,109: TraesCS4B02G108400.193: TraesCS4B02G108400.1,T2up
Traes_4DS_EC288617E,TraesCS4D02G105600,109: TraesCS4D02G105600.193: TraesCS4D02G105600.1,T2up
Traes_6AS_A18D58F43,TraesCSU02G143900,109: TraesCSU02G143900.193: TraesCSU02G143900.1,T2up
Traes_6AS_A18D58F43,TraesCS6A02G078000,109: TraesCS6A02G078000.193: TraesCS6A02G078000.1,T2up
Traes_2DS_F1014B0AA,TraesCS2A02G226000,109: TraesCS2A02G226000.193: TraesCS2A02G226000.1,T2up
Traes_2DS_F1014B0AA,TraesCS2B02G249400,109: TraesCS2B02G249400.193: TraesCS2B02G249400.1,T2up
Traes_5DL_3DC67078F,TraesCS5D02G469100,109: TraesCS5D02G469100.193: TraesCS5D02G469100.1,T2up
Traes_5DL_3DC67078F,TraesCS5A02G458300,109: TraesCS5A02G458300.193: TraesCS5A02G458300.1,T2up
Traes_4BS_29F45C2B0,TraesCS4D02G121200,109: TraesCS4D02G121200.193: TraesCS4D02G121200.1,T2up
Traes_4BS_29F45C2B0,TraesCS4B02G123100,109: TraesCS4B02G123100.193: TraesCS4B02G123100.1,T2up
Traes_4BS_29F45C2B0,TraesCS4A02G192300,109: TraesCS4A02G192300.193: TraesCS4A02G192300.1,T2up
Traes_1AS_4C5DB717C,TraesCS1A02G112200,109: TraesCS1A02G112200.193: TraesCS1A02G112200.1,T2up
Traes_1AS_4C5DB717C,TraesCS1D02G113900,109: TraesCS1D02G113900.193: TraesCS1D02G113900.1,T2up
Traes_1AS_4C5DB717C,TraesCS1B02G132500,109: TraesCS1B02G132500.193: TraesCS1B02G132500.1,T2up
Traes_2AL_C2E96D8E0,TraesCS2A02G395600,109: TraesCS2A02G395600.193: TraesCS2A02G395600.1,T2up
Traes_6DL_839F38473,TraesCS6A02G363800,109: TraesCS6A02G363800.193: TraesCS6A02G363800.1,T2up
Traes_6DL_839F38473,TraesCS6D02G347100,109: TraesCS6D02G347100.193: TraesCS6D02G347100.1,T2up
Traes_4AL_128D87047,TraesCS7A02G010500,109: TraesCS7A02G010500.193: TraesCS7A02G010500.1,T2up
Traes_6DS_A720DE7E0,TraesCS6A02G161200,109: TraesCS6A02G161200.193: TraesCS6A02G161200.1,T2up
Traes_6DS_A720DE7E0,TraesCS6B02G190300,109: TraesCS6B02G190300.193: TraesCS6B02G190300.1,T2up
Traes_6DS_A720DE7E0,TraesCS6D02G151700,109: TraesCS6D02G151700.193: TraesCS6D02G151700.1,T2up
Traes_1DL_66412F1C0,TraesCS1B02G171700,109: TraesCS1B02G171700.193: TraesCS1B02G171700.1,T2up
Traes_1DL_66412F1C0,TraesCS1D02G151600,109: TraesCS1D02G151600.193: TraesCS1D02G151600.1,T2up
Traes_5AS_7947878B2,TraesCS5D02G093500,109: TraesCS5D02G093500.193: TraesCS5D02G093500.1,T2up
Traes_5AS_7947878B2,TraesCS5B02G087300,109: TraesCS5B02G087300.193: TraesCS5B02G087300.1,T2up
Traes_5AS_7947878B2,TraesCS5A02G078600,109: TraesCS5A02G078600.193: TraesCS5A02G078600.1,T2up
Traes_1AL_0BAA20B76,TraesCS1A02G277800,109: TraesCS1A02G277800.193: TraesCS1A02G277800.1,T2up
Traes_1AL_0BAA20B76,TraesCS1D02G277000,109: TraesCS1D02G277000.193: TraesCS1D02G277000.1,T2up
Traes_1AL_0BAA20B76,TraesCS1B02G286700,109: TraesCS1B02G286700.193: TraesCS1B02G286700.1,T2up
Traes_7BL_FBF8028AE,TraesCS7B02G372300,109: TraesCS7B02G372300.193: TraesCS7B02G372300.1,T2up
Traes_7BL_FBF8028AE,TraesCS7D02G457700,109: TraesCS7D02G457700.193: TraesCS7D02G457700.1,T2up
Traes_7BL_FBF8028AE,TraesCS7A02G470300,109: TraesCS7A02G470300.193: TraesCS7A02G470300.1,T2up
Traes_2BL_1EE2E375F,TraesCS2D02G429800,109: TraesCS2D02G429800.193: TraesCS2D02G429800.1,T2up
Traes_2BL_1EE2E375F,TraesCS2A02G431800,109: TraesCS2A02G431800.193: TraesCS2A02G431800.1,T2up
Traes_2BL_1EE2E375F,TraesCS2B02G453300,109: TraesCS2B02G453300.193: TraesCS2B02G453300.1,T2up
Traes_1BL_7C7380133,TraesCS1A02G416500,109: TraesCS1A02G416500.193: TraesCS1A02G416500.1,T2up
Traes_1BL_7C7380133,TraesCS1D02G424300,109: TraesCS1D02G424300.193: TraesCS1D02G424300.1,T2up
Traes_1BL_7C7380133,TraesCS1B02G446700,109: TraesCS1B02G446700.193: TraesCS1B02G446700.1,T2up
Traes_7BL_4C45F5D62,TraesCS7D02G412100,109: TraesCS7D02G412100.193: TraesCS7D02G412100.1,T2up
Traes_7BL_4C45F5D62,TraesCS7B02G319900,109: TraesCS7B02G319900.193: TraesCS7B02G319900.1,T2up
Traes_7BL_4C45F5D62,TraesCS7A02G419300,109: TraesCS7A02G419300.193: TraesCS7A02G419300.1,T2up
Traes_6DL_DD82BD107,TraesCS6B02G375400,109: TraesCS6B02G375400.193: TraesCS6B02G375400.1,T2up
Traes_6DL_DD82BD107,TraesCS6D02G324200,109: TraesCS6D02G324200.193: TraesCS6D02G324200.1,T2up
Traes_6DL_DD82BD107,TraesCS6A02G343300,109: TraesCS6A02G343300.193: TraesCS6A02G343300.1,T2up
Traes_4AS_C4001163C,TraesCS4B02G246000,109: TraesCS4B02G246000.193: TraesCS4B02G246000.1,T2up
Traes_4AS_C4001163C,TraesCS4D02G245400,109: TraesCS4D02G245400.193: TraesCS4D02G245400.1,T2up
Traes_4AS_C4001163C,TraesCS4A02G058700,109: TraesCS4A02G058700.193: TraesCS4A02G058700.1,T2up
Traes_2DS_7CF3C36BA,TraesCS2A02G066000,109: TraesCS2A02G066000.193: TraesCS2A02G066000.1,T2up
Traes_2DS_7CF3C36BA,TraesCS2D02G064400,109: TraesCS2D02G064400.193: TraesCS2D02G064400.1,T2up
Traes_2BL_5DB1137E1,TraesCS2A02G336200,109: TraesCS2A02G336200.193: TraesCS2A02G336200.1,T2up
Traes_2BL_5DB1137E1,TraesCS2D02G326700,109: TraesCS2D02G326700.193: TraesCS2D02G326700.1,T2up
Traes_2BL_5DB1137E1,TraesCS2B02G345700,109: TraesCS2B02G345700.193: TraesCS2B02G345700.1,T2up
Traes_4BS_0BDB0D05C,TraesCS4D02G015400,109: TraesCS4D02G015400.193: TraesCS4D02G015400.1,T2up
Traes_4BS_0BDB0D05C,TraesCS4B02G017100,109: TraesCS4B02G017100.193: TraesCS4B02G017100.1,T2up
Traes_4BS_0BDB0D05C,TraesCS4A02G296600,109: TraesCS4A02G296600.193: TraesCS4A02G296600.1,T2up
Traes_2BL_C433BB333,TraesCS2D02G451900,109: TraesCS2D02G451900.193: TraesCS2D02G451900.1,T2up
Traes_2BL_C433BB333,TraesCS2A02G452100,109: TraesCS2A02G452100.193: TraesCS2A02G452100.1,T2up
Traes_2BL_C433BB333,TraesCS2B02G473600,109: TraesCS2B02G473600.193: TraesCS2B02G473600.1,T2up
Traes_2AS_37770B0B9,TraesCS2D02G176400,109: TraesCS2D02G176400.193: TraesCS2D02G176400.1,T2up
Traes_2AS_37770B0B9,TraesCS2B02G195100,109: TraesCS2B02G195100.193: TraesCS2B02G195100.1,T2up
Traes_2AS_37770B0B9,TraesCS2A02G168800,109: TraesCS2A02G168800.193: TraesCS2A02G168800.1,T2up
Traes_5BS_E148030C5,TraesCS5B02G017800,109: TraesCS5B02G017800.193: TraesCS5B02G017800.1,T2up
Traes_5BS_E148030C5,TraesCS5A02G020800,109: TraesCS5A02G020800.193: TraesCS5A02G020800.1,T2up
Traes_5BS_E148030C5,TraesCS5D02G025900,109: TraesCS5D02G025900.193: TraesCS5D02G025900.1,T2up
Traes_2AS_936BC065B,TraesCS2D02G113300,109: TraesCS2D02G113300.193: TraesCS2D02G113300.1,T2up
Traes_2AS_936BC065B,TraesCS2A02G112800,109: TraesCS2A02G112800.193: TraesCS2A02G112800.1,T2up
Traes_2AS_936BC065B,TraesCS2B02G131600,109: TraesCS2B02G131600.193: TraesCS2B02G131600.1,T2up
Traes_2AS_6DF275227,TraesCS2D02G188600,109: TraesCS2D02G188600.193: TraesCS2D02G188600.1,T2up
Traes_2AS_6DF275227,TraesCS2A02G179900,109: TraesCS2A02G179900.193: TraesCS2A02G179900.1,T2up
Traes_2AS_6DF275227,TraesCS2B02G206500,109: TraesCS2B02G206500.193: TraesCS2B02G206500.1,T2up
Traes_2BL_1C4F9F9F8,TraesCS2A02G561600,109: TraesCS2A02G561600.193: TraesCS2A02G561600.1,T2up
Traes_2BL_1C4F9F9F8,TraesCS2D02G568400,109: TraesCS2D02G568400.193: TraesCS2D02G568400.1,T2up
Traes_5DL_C5A01ADE3,TraesCS5A02G220600,109: TraesCS5A02G220600.193: TraesCS5A02G220600.1,T2up
Traes_5DL_C5A01ADE3,TraesCS5D02G228600,109: TraesCS5D02G228600.193: TraesCS5D02G228600.1,T2up
Traes_5DL_C5A01ADE3,TraesCS5B02G219700,109: TraesCS5B02G219700.193: TraesCS5B02G219700.1,T2up
Traes_1DS_344E5B51E,TraesCS1A02G109400,109: TraesCS1A02G109400.193: TraesCS1A02G109400.1,T2up
Traes_1DS_344E5B51E,TraesCS1D02G091100,109: TraesCS1D02G091100.193: TraesCS1D02G091100.1,T2up
Traes_1DS_344E5B51E,TraesCS1B02G108900,109: TraesCS1B02G108900.193: TraesCS1B02G108900.1,T2up
Traes_3DL_26B8E8357,TraesCS3D02G323700,109: TraesCS3D02G323700.193: TraesCS3D02G323700.1,T2up
Traes_3DL_26B8E8357,TraesCS3A02G330200,109: TraesCS3A02G330200.193: TraesCS3A02G330200.1,T2up
Traes_3DL_26B8E8357,TraesCS3B02G360300,109: TraesCS3B02G360300.193: TraesCS3B02G360300.1,T2up
Traes_1BL_94BB89FB0,TraesCS1B02G336400,109: TraesCS1B02G336400.193: TraesCS1B02G336400.1,T2up
Traes_1BL_94BB89FB0,TraesCS1A02G323500,109: TraesCS1A02G323500.193: TraesCS1A02G323500.1,T2up
Traes_1BL_94BB89FB0,TraesCS1D02G324400,109: TraesCS1D02G324400.193: TraesCS1D02G324400.1,T2up
Traes_1DS_6CC1615EC,TraesCS1D02G105200,109: TraesCS1D02G105200.193: TraesCS1D02G105200.1,T2up
Traes_1DS_6CC1615EC,TraesCS1A02G096200,109: TraesCS1A02G096200.193: TraesCS1A02G096200.1,T2up
Traes_1DS_6CC1615EC,TraesCS1B02G127500,109: TraesCS1B02G127500.193: TraesCS1B02G127500.1,T2up
Traes_1AS_47E744FE3,TraesCS1A02G090700,109: TraesCS1A02G090700.193: TraesCS1A02G090700.1,T2up
Traes_7DL_758DC4B11,TraesCS7B02G390900,109: TraesCS7B02G390900.193: TraesCS7B02G390900.1,T2up
Traes_7DL_758DC4B11,TraesCS7B02G390800,109: TraesCS7B02G390800.193: TraesCS7B02G390800.1,T2up
Traes_6DS_0B368B45D,TraesCS6A02G137300,109: TraesCS6A02G137300.193: TraesCS6A02G137300.1,T2up
Traes_6DS_0B368B45D,TraesCS6D02G126300,109: TraesCS6D02G126300.193: TraesCS6D02G126300.1,T2up
Traes_6DS_0B368B45D,TraesCS6B02G165600,109: TraesCS6B02G165600.193: TraesCS6B02G165600.1,T2up
Traes_7AS_F6548D955,TraesCS7B02G176700,109: TraesCS7B02G176700.193: TraesCS7B02G176700.1,T2up
Traes_7AS_F6548D955,TraesCS7D02G282300,109: TraesCS7D02G282300.193: TraesCS7D02G282300.1,T2up
Traes_7AS_F6548D955,TraesCS7A02G283700,109: TraesCS7A02G283700.193: TraesCS7A02G283700.1,T2up
Traes_6DL_5CB149734,TraesCS7A02G048900,109: TraesCS7A02G048900.193: TraesCS7A02G048900.1,T2up
Traes_6DL_5CB149734,TraesCS4A02G434600,109: TraesCS4A02G434600.193: TraesCS4A02G434600.1,T2up
Traes_6DL_5CB149734,TraesCS2B02G451500,109: TraesCS2B02G451500.193: TraesCS2B02G451500.1,T2up
Traes_5BL_9C92722E3,TraesCS5D02G231500,109: TraesCS5D02G231500.193: TraesCS5D02G231500.1,T2up
Traes_5BL_9C92722E3,TraesCS5B02G222900,109: TraesCS5B02G222900.193: TraesCS5B02G222900.1,T2up
Traes_5BL_9C92722E3,TraesCS5A02G224100,109: TraesCS5A02G224100.193: TraesCS5A02G224100.1,T2up
Traes_5BL_AA36BC1E0,TraesCS5A02G284600,109: TraesCS5A02G284600.193: TraesCS5A02G284600.1,T2up
Traes_5BL_AA36BC1E0,TraesCS5D02G292000,109: TraesCS5D02G292000.193: TraesCS5D02G292000.1,T2up
Traes_5BL_AA36BC1E0,TraesCS5B02G283800,109: TraesCS5B02G283800.193: TraesCS5B02G283800.1,T2up
Traes_1AS_DDFAE22D6,TraesCS1D02G065600,109: TraesCS1D02G065600.193: TraesCS1D02G065600.1,T2up
Traes_1AS_DDFAE22D6,TraesCS1A02G064800,109: TraesCS1A02G064800.193: TraesCS1A02G064800.1,T2up
Traes_1AS_DDFAE22D6,TraesCS1B02G083100,109: TraesCS1B02G083100.193: TraesCS1B02G083100.1,T2up
Traes_1BL_05688C76B,TraesCS1B02G473400,109: TraesCS1B02G473400.193: TraesCS1B02G473400.1,T2up
Traes_1BL_05688C76B,TraesCSU02G002300,109: TraesCSU02G002300.193: TraesCSU02G002300.1,T2up
Traes_1BL_05688C76B,TraesCS1D02G445700,109: TraesCS1D02G445700.193: TraesCS1D02G445700.1,T2up
Traes_1BS_107E10A97,TraesCS1D02G112800,109: TraesCS1D02G112800.193: TraesCS1D02G112800.1,T2up
Traes_1BS_107E10A97,TraesCS1B02G131600,109: TraesCS1B02G131600.193: TraesCS1B02G131600.1,T2up
Traes_1BS_107E10A97,TraesCS1A02G111300,109: TraesCS1A02G111300.193: TraesCS1A02G111300.1,T2up
Traes_1BL_34181088A,TraesCS1A02G304600,109: TraesCS1A02G304600.193: TraesCS1A02G304600.1,T2up
Traes_1BL_34181088A,TraesCS1D02G304400,109: TraesCS1D02G304400.193: TraesCS1D02G304400.1,T2up
Traes_1BL_34181088A,TraesCS1B02G315100,109: TraesCS1B02G315100.193: TraesCS1B02G315100.1,T2up
Traes_1BL_34181088A,TraesCS1D02G304300,109: TraesCS1D02G304300.193: TraesCS1D02G304300.1,T2up
Traes_1BL_34181088A,TraesCS1D02G304200,109: TraesCS1D02G304200.193: TraesCS1D02G304200.1,T2up
Traes_1BL_34181088A,TraesCS1D02G304500,109: TraesCS1D02G304500.193: TraesCS1D02G304500.1,T2up
Traes_5AL_AF993E663,TraesCS5B02G189600,109: TraesCS5B02G189600.193: TraesCS5B02G189600.1,T2up
Traes_5AL_AF993E663,TraesCS5A02G194300,109: TraesCS5A02G194300.193: TraesCS5A02G194300.1,T2up
Traes_5AL_AF993E663,TraesCS5D02G196600,109: TraesCS5D02G196600.193: TraesCS5D02G196600.1,T2up
Traes_2BL_CA8C2E724,TraesCS2B02G619100,109: TraesCS2B02G619100.193: TraesCS2B02G619100.1,T2up
Traes_2BL_CA8C2E724,TraesCS2A02G560900,109: TraesCS2A02G560900.193: TraesCS2A02G560900.1,T2up
Traes_6DL_7626A87FF,TraesCS6A02G380200,109: TraesCS6A02G380200.193: TraesCS6A02G380200.1,T2up
Traes_6DL_7626A87FF,TraesCS6D02G364900,109: TraesCS6D02G364900.193: TraesCS6D02G364900.1,T2up
Traes_6DL_7626A87FF,TraesCS6B02G419000,109: TraesCS6B02G419000.193: TraesCS6B02G419000.1,T2up
Traes_7BS_5C5DB7FC5,TraesCS7B02G093500,109: TraesCS7B02G093500.193: TraesCS7B02G093500.1,T2up
Traes_7BS_5C5DB7FC5,TraesCS7D02G189700,109: TraesCS7D02G189700.193: TraesCS7D02G189700.1,T2up
Traes_7BS_5C5DB7FC5,TraesCS7A02G188600,109: TraesCS7A02G188600.193: TraesCS7A02G188600.1,T2up
Traes_4BS_904BA6DE6,TraesCS4B02G065800,109: TraesCS4B02G065800.193: TraesCS4B02G065800.1,T2up
Traes_4BS_904BA6DE6,TraesCS6A02G130800,109: TraesCS6A02G130800.193: TraesCS6A02G130800.1,T2up
Traes_7DL_F33E6D715,TraesCS7A02G355800,109: TraesCS7A02G355800.193: TraesCS7A02G355800.1,T2up
Traes_7DL_F33E6D715,TraesCS7D02G367100,109: TraesCS7D02G367100.193: TraesCS7D02G367100.1,T2up
Traes_7DL_F33E6D715,TraesCS7B02G271900,109: TraesCS7B02G271900.193: TraesCS7B02G271900.1,T2up
Traes_3AL_CFC5D3899,TraesCS3A02G290900,109: TraesCS3A02G290900.193: TraesCS3A02G290900.1,T2up
Traes_3AL_CFC5D3899,TraesCS3D02G290700,109: TraesCS3D02G290700.193: TraesCS3D02G290700.1,T2up
Traes_3AL_CFC5D3899,TraesCS3B02G325600,109: TraesCS3B02G325600.193: TraesCS3B02G325600.1,T2up
Traes_5AL_8FC67F18E,TraesCS5D02G260600,109: TraesCS5D02G260600.193: TraesCS5D02G260600.1,T2up
Traes_5AL_8FC67F18E,TraesCS5B02G251700,109: TraesCS5B02G251700.193: TraesCS5B02G251700.1,T2up
Traes_1BS_AF19EF3AE,TraesCS1B02G061600,109: TraesCS1B02G061600.193: TraesCS1B02G061600.1,T2up
Traes_1AS_83A34BFC8,TraesCS1B02G119300,109: TraesCS1B02G119300.193: TraesCS1B02G119300.1,T2up
Traes_1AS_83A34BFC8,TraesCS1D02G100100,109: TraesCS1D02G100100.193: TraesCS1D02G100100.1,T2up
Traes_1AS_83A34BFC8,TraesCS1A02G091500,109: TraesCS1A02G091500.193: TraesCS1A02G091500.1,T2up
Traes_5AL_965CBF4CF,TraesCS5B02G320300,109: TraesCS5B02G320300.193: TraesCS5B02G320300.1,T2up
Traes_5AL_965CBF4CF,TraesCS5A02G320100,109: TraesCS5A02G320100.193: TraesCS5A02G320100.1,T2up
Traes_5BL_99C5425D8,TraesCS5B02G539800,109: TraesCS5B02G539800.193: TraesCS5B02G539800.1,T2up
Traes_5BL_99C5425D8,TraesCS7A02G498600,109: TraesCS7A02G498600.193: TraesCS7A02G498600.1,T2up
Traes_5BL_99C5425D8,TraesCS5D02G540500,109: TraesCS5D02G540500.193: TraesCS5D02G540500.1,T2up
Traes_5AL_8F1BDED97,TraesCS5B02G449100,109: TraesCS5B02G449100.193: TraesCS5B02G449100.1,T2up
Traes_5AL_8F1BDED97,TraesCS5D02G452100,109: TraesCS5D02G452100.193: TraesCS5D02G452100.1,T2up
Traes_5AL_8F1BDED97,TraesCS5A02G444400,109: TraesCS5A02G444400.193: TraesCS5A02G444400.1,T2up
Traes_3AS_D90217BB7,TraesCS3A02G067600,109: TraesCS3A02G067600.193: TraesCS3A02G067600.1,T2up
Traes_6DL_461005316,TraesCS1B02G109700,109: TraesCS1B02G109700.193: TraesCS1B02G109700.1,T2up
Traes_6DL_461005316,TraesCS6D02G316100,109: TraesCS6D02G316100.193: TraesCS6D02G316100.1,T2up
Traes_6DL_461005316,TraesCS6D02G316200,109: TraesCS6D02G316200.193: TraesCS6D02G316200.1,T2up
Traes_7DS_002DD8147,TraesCS7A02G202900,109: TraesCS7A02G202900.193: TraesCS7A02G202900.1,T2up
Traes_7DS_002DD8147,TraesCS7D02G206200,109: TraesCS7D02G206200.193: TraesCS7D02G206200.1,T2up
Traes_7DS_002DD8147,TraesCS7B02G110100,109: TraesCS7B02G110100.193: TraesCS7B02G110100.1,T2up
Traes_4DL_B61644BA1,TraesCS4D02G323700,109: TraesCS4D02G323700.193: TraesCS4D02G323700.1,T2up
Traes_4DL_B61644BA1,TraesCS4B02G327000,109: TraesCS4B02G327000.193: TraesCS4B02G327000.1,T2up
Traes_4DL_B61644BA1,TraesCS5A02G499000,109: TraesCS5A02G499000.193: TraesCS5A02G499000.1,T2up
Traes_2BL_A59C00F48,TraesCS2B02G314900,109: TraesCS2B02G314900.193: TraesCS2B02G314900.1,T2up
Traes_2BL_A59C00F48,TraesCS2D02G296500,109: TraesCS2D02G296500.193: TraesCS2D02G296500.1,T2up
Traes_2BL_A59C00F48,TraesCS2A02G298400,109: TraesCS2A02G298400.193: TraesCS2A02G298400.1,T2up
Traes_7DL_961822B36,TraesCS7D02G309500,109: TraesCS7D02G309500.193: TraesCS7D02G309500.1,T2up
Traes_7DL_961822B36,TraesCS7A02G313100,109: TraesCS7A02G313100.193: TraesCS7A02G313100.1,T2up
Traes_7DL_961822B36,TraesCS7B02G213300,109: TraesCS7B02G213300.193: TraesCS7B02G213300.1,T2up
Traes_3AS_B47CBB8FC,TraesCS3D02G111400,109: TraesCS3D02G111400.193: TraesCS3D02G111400.1,T2up
Traes_3AS_B47CBB8FC,TraesCS3A02G109600,109: TraesCS3A02G109600.193: TraesCS3A02G109600.1,T2up
Traes_4DS_808851AC6,TraesCS4B02G051400,109: TraesCS4B02G051400.193: TraesCS4B02G051400.1,T2up
Traes_4DS_808851AC6,TraesCS4D02G051500,109: TraesCS4D02G051500.193: TraesCS4D02G051500.1,T2up
Traes_4DS_808851AC6,TraesCS4A02G263400,109: TraesCS4A02G263400.193: TraesCS4A02G263400.1,T2up
Traes_1BL_79D11B199,TraesCS1A02G410000,109: TraesCS1A02G410000.193: TraesCS1A02G410000.1,T2up
Traes_2DL_184AA7BB5,TraesCS2B02G343100,109: TraesCS2B02G343100.193: TraesCS2B02G343100.1,T2up
Traes_2DL_184AA7BB5,TraesCS2D02G324200,109: TraesCS2D02G324200.193: TraesCS2D02G324200.1,T2up
Traes_2DL_184AA7BB5,TraesCS2A02G338900,109: TraesCS2A02G338900.193: TraesCS2A02G338900.1,T2up
Traes_4BS_DEACD7F0B,TraesCS4D02G162000,109: TraesCS4D02G162000.193: TraesCS4D02G162000.1,T2up
Traes_4BS_DEACD7F0B,TraesCS4B02G152800,109: TraesCS4B02G152800.193: TraesCS4B02G152800.1,T2up
Traes_4BS_DEACD7F0B,TraesCS4A02G142000,109: TraesCS4A02G142000.193: TraesCS4A02G142000.1,T2up
Traes_6DS_972C7F490,TraesCS6D02G041700,109: TraesCS6D02G041700.193: TraesCS6D02G041700.1,T2up
