Gene stable ID,GO term name,GO term definition,GO term accession,GO term evidence code,GO domain
TraesCS5D02G221300,membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,GO:0016020,IEA,cellular_component
TraesCS5D02G221300,chlorophyll binding,Binding to a chlorophyll; a compound of magnesium complexed in a porphyrin (tetrapyrrole) ring and which functions as a photosynthetic pigment.,GO:0016168,IEA,molecular_function
TraesCS5D02G221300,photosynthetic electron transport chain,"A process, occurring as part of photosynthesis, in which light provides the energy for a series of electron carriers to operate together to transfer electrons and generate a transmembrane electrochemical gradient.",GO:0009767,IEA,biological_process
TraesCS5D02G221300,"photosynthesis, light reaction","The light reactions of photosynthesis, which take place in photosystems II and I. Light energy is harvested and used to power the transfer of electrons among a series of electron donors and acceptors. The final electron acceptor is NADP+, which is reduced to NADPH. NADPH generated from light reactions is used in sugar synthesis in dark reactions. Light reactions also generate a proton motive force across the thylakoid membrane, and the proton gradient is used to synthesize ATP. There are two chemical reactions involved in the light reactions: water oxidation in photosystem II, and NADP reduction in photosystem I.",GO:0019684,IEA,biological_process
TraesCS5D02G221300,photosystem,A complex located in a photosynthetic membrane that consists of a photoreaction center associated with accessory pigments and electron carriers. Examples of this component are found in Arabidopsis thaliana and in photosynthetic bacterial and archaeal species.,GO:0009521,IEA,cellular_component
TraesCS5D02G221400,membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,GO:0016020,IEA,cellular_component
TraesCS5D02G221400,photosynthesis,"The synthesis by organisms of organic chemical compounds, especially carbohydrates, from carbon dioxide (CO2) using energy obtained from light rather than from the oxidation of chemical compounds.",GO:0015979,IEA,biological_process
TraesCS5D02G221400,photosystem II reaction center,"An integral membrane complex containing P680, the chlorophyll a molecule that functions as a primary electron donor. In the light, functioning as a water-plastoquinone oxidoreductase, it transfers electrons from water to plastoquinone.",GO:0009539,IEA,cellular_component
TraesCS5D02G221400,photosystem II,"A photosystem that contains a pheophytin-quinone reaction center with associated accessory pigments and electron carriers. In cyanobacteria and chloroplasts, in the presence of light, PSII functions as a water-plastoquinone oxidoreductase, transferring electrons from water to plastoquinone, whereas other photosynthetic bacteria carry out anoxygenic photosynthesis and oxidize other compounds to re-reduce the photoreaction center.",GO:0009523,IEA,cellular_component
TraesCS5D02G345500,,,,,
TraesCS5D02G345600,RNA binding,Binding to an RNA molecule or a portion thereof.,GO:0003723,IEA,molecular_function
TraesCS5D02G345600,structural constituent of ribosome,The action of a molecule that contributes to the structural integrity of the ribosome.,GO:0003735,IEA,molecular_function
TraesCS5D02G345600,translation,"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome.",GO:0006412,IEA,biological_process
TraesCS5D02G345600,ribosome,"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins.",GO:0005840,IEA,cellular_component
TraesCS5D02G345600,rRNA binding,Binding to a ribosomal RNA.,GO:0019843,IEA,molecular_function
TraesCS5D02G345600,chloroplast,"A chlorophyll-containing plastid with thylakoids organized into grana and frets, or stroma thylakoids, and embedded in a stroma.",GO:0009507,IEA,cellular_component
TraesCS5D02G345600,small ribosomal subunit,The smaller of the two subunits of a ribosome.,GO:0015935,IEA,cellular_component
TraesCS5D02G345600,cytoplasm,"The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.",GO:0005737,IEA,cellular_component
TraesCS5D02G345600,ribonucleoprotein complex,A macromolecular complex that contains both RNA and protein molecules.,GO:1990904,IEA,cellular_component
TraesCS5D02G345600,plastid,"Any member of a family of organelles found in the cytoplasm of plants and some protists, which are membrane-bounded and contain DNA. Plant plastids develop from a common type, the proplastid.",GO:0009536,IEA,cellular_component
TraesCS5D02G345600,structural constituent of ribosome,The action of a molecule that contributes to the structural integrity of the ribosome.,GO:0003735,IBA,molecular_function
TraesCS5D02G345600,mitochondrial small ribosomal subunit,The smaller of the two subunits of a mitochondrial ribosome.,GO:0005763,IBA,cellular_component
TraesCS5D02G345600,ribosomal small subunit assembly,"The aggregation, arrangement and bonding together of constituent RNAs and proteins to form the small ribosomal subunit.",GO:0000028,IBA,biological_process
TraesCS5D02G345600,intracellular organelle,"Organized structure of distinctive morphology and function, occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane.",GO:0043229,IEA,cellular_component
TraesCS5D02G358200,ATP binding,"Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.",GO:0005524,IEA,molecular_function
TraesCS5D02G358200,protein kinase activity,"Catalysis of the phosphorylation of an amino acid residue in a protein, usually according to the reaction: a protein + ATP = a phosphoprotein + ADP.",GO:0004672,IEA,molecular_function
TraesCS5D02G358200,recognition of pollen,A cell recognition process in which pollen is recognized and either accepted or rejected by cells in the stigma.,GO:0048544,IEA,biological_process
TraesCS5D02G358200,protein phosphorylation,The process of introducing a phosphate group on to a protein.,GO:0006468,IEA,biological_process
TraesCS5D02G358300,,,,,
TraesCS5D02G371500,,,,,
TraesCS5D02G371600,DNA binding,Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).,GO:0003677,IEA,molecular_function
TraesCS5D02G371900,,,,,
TraesCS5D02G372000,,,,,
TraesCS5D02G372100,,,,,
TraesCS5D02G372200,,,,,
TraesCS5D02G376700,structural constituent of ribosome,The action of a molecule that contributes to the structural integrity of the ribosome.,GO:0003735,IEA,molecular_function
TraesCS5D02G376700,translation,"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome.",GO:0006412,IEA,biological_process
TraesCS5D02G376700,ribosome,"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins.",GO:0005840,IEA,cellular_component
TraesCS5D02G376800,quinone binding,"Binding to a quinone, any member of a class of diketones derivable from aromatic compounds by conversion of two CH groups into CO groups with any necessary rearrangement of double bonds.",GO:0048038,IEA,molecular_function
TraesCS5D02G376800,NAD binding,"Binding to nicotinamide adenine dinucleotide, a coenzyme involved in many redox and biosynthetic reactions; binding may be to either the oxidized form, NAD+, or the reduced form, NADH.",GO:0051287,IEA,molecular_function
TraesCS5D02G376800,"oxidoreductase activity, acting on NAD(P)H",Catalysis of an oxidation-reduction (redox) reaction in which NADH or NADPH acts as a hydrogen or electron donor and reduces a hydrogen or electron acceptor.,GO:0016651,IEA,molecular_function
TraesCS5D02G376800,chloroplast,"A chlorophyll-containing plastid with thylakoids organized into grana and frets, or stroma thylakoids, and embedded in a stroma.",GO:0009507,IEA,cellular_component
TraesCS5D02G376800,plastid,"Any member of a family of organelles found in the cytoplasm of plants and some protists, which are membrane-bounded and contain DNA. Plant plastids develop from a common type, the proplastid.",GO:0009536,IEA,cellular_component
TraesCS5D02G377000,structural constituent of ribosome,The action of a molecule that contributes to the structural integrity of the ribosome.,GO:0003735,IEA,molecular_function
TraesCS5D02G377000,translation,"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome.",GO:0006412,IEA,biological_process
TraesCS5D02G377000,ribosome,"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins.",GO:0005840,IEA,cellular_component
TraesCS5D02G377000,chloroplast,"A chlorophyll-containing plastid with thylakoids organized into grana and frets, or stroma thylakoids, and embedded in a stroma.",GO:0009507,IEA,cellular_component
TraesCS5D02G377000,ribonucleoprotein complex,A macromolecular complex that contains both RNA and protein molecules.,GO:1990904,IEA,cellular_component
TraesCS5D02G377000,RNA binding,Binding to an RNA molecule or a portion thereof.,GO:0003723,IEA,molecular_function
TraesCS5D02G377000,plastid,"Any member of a family of organelles found in the cytoplasm of plants and some protists, which are membrane-bounded and contain DNA. Plant plastids develop from a common type, the proplastid.",GO:0009536,IEA,cellular_component
TraesCS5D02G377100,structural constituent of ribosome,The action of a molecule that contributes to the structural integrity of the ribosome.,GO:0003735,IEA,molecular_function
TraesCS5D02G377100,translation,"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome.",GO:0006412,IEA,biological_process
TraesCS5D02G377100,ribosome,"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins.",GO:0005840,IEA,cellular_component
TraesCS5D02G391400,protein ubiquitination,The process in which one or more ubiquitin groups are added to a protein.,GO:0016567,IEA,biological_process
TraesCS5D02G391400,protein binding,Binding to a protein.,GO:0005515,IEA,molecular_function
TraesCS5D02G391500,protein ubiquitination,The process in which one or more ubiquitin groups are added to a protein.,GO:0016567,IEA,biological_process
TraesCS5D02G420500,,,,,
TraesCS5D02G420600,protein binding,Binding to a protein.,GO:0005515,IEA,molecular_function
TraesCS5D02G456400,structural constituent of ribosome,The action of a molecule that contributes to the structural integrity of the ribosome.,GO:0003735,IEA,molecular_function
TraesCS5D02G456400,translation,"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome.",GO:0006412,IEA,biological_process
TraesCS5D02G456400,ribosome,"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins.",GO:0005840,IEA,cellular_component
TraesCS5D02G456500,structural constituent of ribosome,The action of a molecule that contributes to the structural integrity of the ribosome.,GO:0003735,IEA,molecular_function
TraesCS5D02G456500,translation,"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome.",GO:0006412,IEA,biological_process
TraesCS5D02G456500,large ribosomal subunit,"The larger of the two subunits of a ribosome. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site).",GO:0015934,IEA,cellular_component
TraesCS5D02G456500,ribosome,"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins.",GO:0005840,IEA,cellular_component
TraesCS5D02G456600,RNA binding,Binding to an RNA molecule or a portion thereof.,GO:0003723,IEA,molecular_function
TraesCS5D02G456600,structural constituent of ribosome,The action of a molecule that contributes to the structural integrity of the ribosome.,GO:0003735,IEA,molecular_function
TraesCS5D02G456600,translation,"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome.",GO:0006412,IEA,biological_process
TraesCS5D02G456700,structural constituent of ribosome,The action of a molecule that contributes to the structural integrity of the ribosome.,GO:0003735,IEA,molecular_function
TraesCS5D02G456700,translation,"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome.",GO:0006412,IEA,biological_process
TraesCS5D02G456700,large ribosomal subunit,"The larger of the two subunits of a ribosome. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site).",GO:0015934,IEA,cellular_component
TraesCS5D02G456700,ribosome,"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins.",GO:0005840,IEA,cellular_component
TraesCS5D02G457500,RNA binding,Binding to an RNA molecule or a portion thereof.,GO:0003723,IEA,molecular_function
TraesCS5D02G457500,structural constituent of ribosome,The action of a molecule that contributes to the structural integrity of the ribosome.,GO:0003735,IEA,molecular_function
TraesCS5D02G457500,translation,"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome.",GO:0006412,IEA,biological_process
TraesCS5D02G457500,small ribosomal subunit,The smaller of the two subunits of a ribosome.,GO:0015935,IEA,cellular_component
TraesCS5D02G457600,NADH dehydrogenase (ubiquinone) activity,Catalysis of the reaction: NADH + ubiquinone + 5 H(+)(in) <=> NAD(+) + ubiquinol + 4 H(+)(out).,GO:0008137,IEA,molecular_function
TraesCS5D02G457600,ATP synthesis coupled electron transport,"The transfer of electrons through a series of electron donors and acceptors, generating energy that is ultimately used for synthesis of ATP.",GO:0042773,IEA,biological_process
TraesCS5D02G457600,,,,,
TraesCS5D02G458100,photosynthesis,"The synthesis by organisms of organic chemical compounds, especially carbohydrates, from carbon dioxide (CO2) using energy obtained from light rather than from the oxidation of chemical compounds.",GO:0015979,IEA,biological_process
TraesCS5D02G458100,photosystem II reaction center,"An integral membrane complex containing P680, the chlorophyll a molecule that functions as a primary electron donor. In the light, functioning as a water-plastoquinone oxidoreductase, it transfers electrons from water to plastoquinone.",GO:0009539,IEA,cellular_component
TraesCS5D02G458100,photosystem II,"A photosystem that contains a pheophytin-quinone reaction center with associated accessory pigments and electron carriers. In cyanobacteria and chloroplasts, in the presence of light, PSII functions as a water-plastoquinone oxidoreductase, transferring electrons from water to plastoquinone, whereas other photosynthetic bacteria carry out anoxygenic photosynthesis and oxidize other compounds to re-reduce the photoreaction center.",GO:0009523,IEA,cellular_component
TraesCS5D02G458200,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,GO:0016021,IEA,cellular_component
TraesCS5D02G458200,chloroplast thylakoid membrane,The pigmented membrane of a chloroplast thylakoid. An example of this component is found in Arabidopsis thaliana.,GO:0009535,IEA,cellular_component
TraesCS5D02G458200,membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,GO:0016020,IEA,cellular_component
TraesCS5D02G458200,photosynthesis,"The synthesis by organisms of organic chemical compounds, especially carbohydrates, from carbon dioxide (CO2) using energy obtained from light rather than from the oxidation of chemical compounds.",GO:0015979,IEA,biological_process
TraesCS5D02G458200,photosystem II reaction center,"An integral membrane complex containing P680, the chlorophyll a molecule that functions as a primary electron donor. In the light, functioning as a water-plastoquinone oxidoreductase, it transfers electrons from water to plastoquinone.",GO:0009539,IEA,cellular_component
TraesCS5D02G458200,photosystem II,"A photosystem that contains a pheophytin-quinone reaction center with associated accessory pigments and electron carriers. In cyanobacteria and chloroplasts, in the presence of light, PSII functions as a water-plastoquinone oxidoreductase, transferring electrons from water to plastoquinone, whereas other photosynthetic bacteria carry out anoxygenic photosynthesis and oxidize other compounds to re-reduce the photoreaction center.",GO:0009523,IEA,cellular_component
TraesCS5D02G458200,cytoplasm,"The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.",GO:0005737,IEA,cellular_component
TraesCS5D02G458200,chloroplast,"A chlorophyll-containing plastid with thylakoids organized into grana and frets, or stroma thylakoids, and embedded in a stroma.",GO:0009507,IEA,cellular_component
TraesCS5D02G458200,thylakoid,"A membranous cellular structure that bears the photosynthetic pigments in plants, algae, and cyanobacteria. In cyanobacteria thylakoids are of various shapes and are attached to, or continuous with, the plasma membrane. In eukaryotes they are flattened, membrane-bounded disk-like structures located in the chloroplasts; in the chloroplasts of higher plants the thylakoids form dense stacks called grana. Isolated thylakoid preparations can carry out photosynthetic electron transport and the associated phosphorylation.",GO:0009579,IEA,cellular_component
TraesCS5D02G458200,plastid,"Any member of a family of organelles found in the cytoplasm of plants and some protists, which are membrane-bounded and contain DNA. Plant plastids develop from a common type, the proplastid.",GO:0009536,IEA,cellular_component
TraesCS5D02G458200,intracellular organelle,"Organized structure of distinctive morphology and function, occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane.",GO:0043229,IEA,cellular_component
TraesCS5D02G458800,,,,,
TraesCS5D02G458900,ATP binding,"Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.",GO:0005524,IEA,molecular_function
TraesCS5D02G458900,proton motive force-driven ATP synthesis,The transport of protons across a membrane to generate an electrochemical gradient (proton-motive force) that powers ATP synthesis.,GO:0015986,IEA,biological_process
TraesCS5D02G458900,"proton-transporting ATP synthase activity, rotational mechanism",Enables the synthesis of ATP from ADP and phosphate by the transfer of protons from one side of a membrane to the other by a rotational mechanism driven by a gradient according to the reaction: ADP + H2O + phosphate + H+(in) -> ATP + H+(out).,GO:0046933,IEA,molecular_function
TraesCS5D02G458900,ATP metabolic process,"The chemical reactions and pathways involving ATP, adenosine triphosphate, a universally important coenzyme and enzyme regulator.",GO:0046034,IEA,biological_process
TraesCS5D02G458900,proton transmembrane transport,The directed movement of a proton across a membrane.,GO:1902600,IEA,biological_process
TraesCS5D02G458900,"proton-transporting ATP synthase complex, catalytic core F(1)","The sector of a hydrogen-transporting ATP synthase complex in which the catalytic activity resides; it comprises the catalytic core and central stalk, and is peripherally associated with a membrane, such as the plasma membrane or the mitochondrial inner membrane, when the entire ATP synthase is assembled.",GO:0045261,IEA,cellular_component
TraesCS5D02G458900,chloroplast,"A chlorophyll-containing plastid with thylakoids organized into grana and frets, or stroma thylakoids, and embedded in a stroma.",GO:0009507,IEA,cellular_component
TraesCS5D02G458900,thylakoid,"A membranous cellular structure that bears the photosynthetic pigments in plants, algae, and cyanobacteria. In cyanobacteria thylakoids are of various shapes and are attached to, or continuous with, the plasma membrane. In eukaryotes they are flattened, membrane-bounded disk-like structures located in the chloroplasts; in the chloroplasts of higher plants the thylakoids form dense stacks called grana. Isolated thylakoid preparations can carry out photosynthetic electron transport and the associated phosphorylation.",GO:0009579,IEA,cellular_component
TraesCS5D02G458900,chloroplast thylakoid membrane,The pigmented membrane of a chloroplast thylakoid. An example of this component is found in Arabidopsis thaliana.,GO:0009535,IEA,cellular_component
TraesCS5D02G458900,membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,GO:0016020,IEA,cellular_component
TraesCS5D02G458900,ATP biosynthetic process,"The chemical reactions and pathways resulting in the formation of ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.",GO:0006754,IEA,biological_process
TraesCS5D02G458900,ion transport,"The directed movement of charged atoms or small charged molecules into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.",GO:0006811,IEA,biological_process
TraesCS5D02G458900,plastid,"Any member of a family of organelles found in the cytoplasm of plants and some protists, which are membrane-bounded and contain DNA. Plant plastids develop from a common type, the proplastid.",GO:0009536,IEA,cellular_component
TraesCS5D02G458900,nucleotide binding,"Binding to a nucleotide, any compound consisting of a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose or deoxyribose.",GO:0000166,IEA,molecular_function
TraesCS5D02G458900,intracellular membrane-bounded organelle,"Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane.",GO:0043231,IEA,cellular_component
TraesCS5D02G458900,"proton-transporting ATPase activity, rotational mechanism","Enables the transfer of protons from one side of a membrane to the other according to the reaction: ATP + H2O + H+(in) = ADP + phosphate + H+(out), by a rotational mechanism.",GO:0046961,IEA,molecular_function
TraesCS5D02G458900,adenyl ribonucleotide binding,"Binding to an adenyl ribonucleotide, any compound consisting of adenosine esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose moiety.",GO:0032559,IEA,molecular_function
TraesCS5D02G458900,ATP binding,"Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.",GO:0005524,IBA,molecular_function
TraesCS5D02G458900,"proton-transporting ATP synthase activity, rotational mechanism",Enables the synthesis of ATP from ADP and phosphate by the transfer of protons from one side of a membrane to the other by a rotational mechanism driven by a gradient according to the reaction: ADP + H2O + phosphate + H+(in) -> ATP + H+(out).,GO:0046933,IBA,molecular_function
TraesCS5D02G458900,proton motive force-driven ATP synthesis,The transport of protons across a membrane to generate an electrochemical gradient (proton-motive force) that powers ATP synthesis.,GO:0015986,IBA,biological_process
TraesCS5D02G458900,ADP binding,"Binding to ADP, adenosine 5'-diphosphate.",GO:0043531,IBA,molecular_function
TraesCS5D02G458900,"proton-transporting ATP synthase complex, catalytic core F(1)","The sector of a hydrogen-transporting ATP synthase complex in which the catalytic activity resides; it comprises the catalytic core and central stalk, and is peripherally associated with a membrane, such as the plasma membrane or the mitochondrial inner membrane, when the entire ATP synthase is assembled.",GO:0045261,IBA,cellular_component
TraesCS5D02G459300,"proton-transporting ATP synthase complex, coupling factor F(o)","All non-F1 subunits of a hydrogen-transporting ATP synthase, including integral and peripheral membrane proteins.",GO:0045263,IEA,cellular_component
TraesCS5D02G459300,proton motive force-driven ATP synthesis,The transport of protons across a membrane to generate an electrochemical gradient (proton-motive force) that powers ATP synthesis.,GO:0015986,IEA,biological_process
TraesCS5D02G459300,proton transmembrane transporter activity,Enables the transfer of a proton from one side of a membrane to the other.,GO:0015078,IEA,molecular_function
TraesCS5D02G459400,ATP binding,"Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.",GO:0005524,IEA,molecular_function
TraesCS5D02G459400,proton motive force-driven ATP synthesis,The transport of protons across a membrane to generate an electrochemical gradient (proton-motive force) that powers ATP synthesis.,GO:0015986,IEA,biological_process
TraesCS5D02G459400,"proton-transporting ATP synthase activity, rotational mechanism",Enables the synthesis of ATP from ADP and phosphate by the transfer of protons from one side of a membrane to the other by a rotational mechanism driven by a gradient according to the reaction: ADP + H2O + phosphate + H+(in) -> ATP + H+(out).,GO:0046933,IEA,molecular_function
TraesCS5D02G459400,ATP metabolic process,"The chemical reactions and pathways involving ATP, adenosine triphosphate, a universally important coenzyme and enzyme regulator.",GO:0046034,IEA,biological_process
TraesCS5D02G459400,proton transmembrane transport,The directed movement of a proton across a membrane.,GO:1902600,IEA,biological_process
TraesCS5D02G459400,"proton-transporting ATP synthase complex, catalytic core F(1)","The sector of a hydrogen-transporting ATP synthase complex in which the catalytic activity resides; it comprises the catalytic core and central stalk, and is peripherally associated with a membrane, such as the plasma membrane or the mitochondrial inner membrane, when the entire ATP synthase is assembled.",GO:0045261,IEA,cellular_component
TraesCS5D02G459400,chloroplast,"A chlorophyll-containing plastid with thylakoids organized into grana and frets, or stroma thylakoids, and embedded in a stroma.",GO:0009507,IEA,cellular_component
