Requested ID,Matched ID(s),Releases,,,,,,,
Traes_2AS_DEAD16024,TraesCS2A02G198700,108: TraesCS2A02G198700.193: TraesCS2A02G198700.1,,,,,,,
Traes_5AS_91BEB6A34,TraesCS5A02G093200,108: TraesCS5A02G093200.193: TraesCS5A02G093200.1,,,,,,,
Traes_5AS_91BEB6A34,TraesCS5B02G099300,108: TraesCS5B02G099300.193: TraesCS5B02G099300.1,,,,,,,
Traes_5AS_91BEB6A34,TraesCS5D02G105500,108: TraesCS5D02G105500.193: TraesCS5D02G105500.1,,,,,,,
Traes_4AS_A45B3C9AB,TraesCS4D02G252800,108: TraesCS4D02G252800.193: TraesCS4D02G252800.1,,,,,,,
Traes_4AS_A45B3C9AB,TraesCS4A02G051700,108: TraesCS4A02G051700.193: TraesCS4A02G051700.1,,,,,,,
Traes_4AS_A45B3C9AB,TraesCS4B02G252500,108: TraesCS4B02G252500.193: TraesCS4B02G252500.1,,,,,,,
Traes_1AL_E37C3AA91,TraesCS1B02G447500,108: TraesCS1B02G447500.193: TraesCS1B02G447500.1,,,,,,,
Traes_1AL_E37C3AA91,TraesCS1D02G424900,108: TraesCS1D02G424900.193: TraesCS1D02G424900.1,,,,,,,
Traes_1AL_E37C3AA91,TraesCS1A02G417300,108: TraesCS1A02G417300.193: TraesCS1A02G417300.1,,,,,,,
Traes_7AL_17CB3EC81,TraesCS7B02G461900,108: TraesCS7B02G461900.193: TraesCS7B02G461900.1,,,,,,,
Traes_7AL_17CB3EC81,TraesCS7D02G525000,108: TraesCS7D02G525000.193: TraesCS7D02G525000.1,,,,,,,
Traes_7AL_17CB3EC81,TraesCS7A02G539100,108: TraesCS7A02G539100.193: TraesCS7A02G539100.1,,,,,,,
Traes_5AS_2CDCA5F0E,TraesCS5D02G100000,108: TraesCS5D02G100000.193: TraesCS5D02G100000.1,,,,,,,
Traes_5AS_2CDCA5F0E,TraesCS5A02G086500,108: TraesCS5A02G086500.193: TraesCS5A02G086500.1,,,,,,,
Traes_5AS_2CDCA5F0E,TraesCS5B02G092400,108: TraesCS5B02G092400.193: TraesCS5B02G092400.1,,,,,,,
Traes_3AL_6D2E5EFF6,TraesCS3D02G210800,108: TraesCS3D02G210800.193: TraesCS3D02G210800.1,,,,,,,
Traes_3AL_6D2E5EFF6,TraesCS3A02G207900,108: TraesCS3A02G207900.193: TraesCS3A02G207900.1,,,,,,,
Traes_3AL_6D2E5EFF6,TraesCS3B02G236600,108: TraesCS3B02G236600.193: TraesCS3B02G236600.1,,,,,,,
Traes_2AS_AD017927E,TraesCS2D02G188300,108: TraesCS2D02G188300.193: TraesCS2D02G188300.1,,,,,,,
Traes_2AS_AD017927E,TraesCS2B02G206900,108: TraesCS2B02G206900.193: TraesCS2B02G206900.1,,,,,,,
Traes_2AS_AD017927E,TraesCS2A02G179700,108: TraesCS2A02G179700.193: TraesCS2A02G179700.1,,,,,,,
Traes_7AL_2356DAFC0,TraesCS7B02G299600,108: TraesCS7B02G299600.193: TraesCS7B02G299600.1,,,,,,,
Traes_7AL_2356DAFC0,TraesCS7A02G399000,108: TraesCS7A02G399000.193: TraesCS7A02G399000.1,,,,,,,
Traes_7AL_2356DAFC0,TraesCS7D02G393200,108: TraesCS7D02G393200.193: TraesCS7D02G393200.1,,,,,,,
Traes_1AL_8E8E7401B,TraesCS1D02G259600,108: TraesCS1D02G259600.193: TraesCS1D02G259600.1,,,,,,,
Traes_1AL_8E8E7401B,TraesCS1A02G259800,108: TraesCS1A02G259800.193: TraesCS1A02G259800.1,,,,,,,
Traes_1AL_8E8E7401B,TraesCS1B02G270100,108: TraesCS1B02G270100.193: TraesCS1B02G270100.1,,,,,,,
Traes_1AL_F20F2F715,TraesCS1B02G250100,108: TraesCS1B02G250100.193: TraesCS1B02G250100.1,,,,,,,
Traes_1AL_F20F2F715,TraesCS1D02G238600,108: TraesCS1D02G238600.193: TraesCS1D02G238600.1,,,,,,,
Traes_1AL_F20F2F715,TraesCS1A02G233500,108: TraesCS1A02G233500.193: TraesCS1A02G233500.1,,,,,,,
Traes_1AL_B3161C4EC,TraesCS1A02G388700,108: TraesCS1A02G388700.193: TraesCS1A02G388700.1,,,,,,,
Traes_1AL_B3161C4EC,TraesCS1D02G396700,108: TraesCS1D02G396700.193: TraesCS1D02G396700.1,,,,,,,
Traes_1AL_B3161C4EC,TraesCS1B02G416800,108: TraesCS1B02G416800.193: TraesCS1B02G416800.1,,,,,,,
Traes_5AL_F72B730FE,TraesCS5A02G292900,108: TraesCS5A02G292900.193: TraesCS5A02G292900.1,,,,,,,
Traes_5AL_F72B730FE,TraesCS5B02G292100,108: TraesCS5B02G292100.193: TraesCS5B02G292100.1,,,,,,,
Traes_5AL_F72B730FE,TraesCS5D02G300100,108: TraesCS5D02G300100.193: TraesCS5D02G300100.1,,,,,,,
Traes_5AL_43DDFC4BE,TraesCS5B02G259800,108: TraesCS5B02G259800.193: TraesCS5B02G259800.1,,,,,,,
Traes_5AL_43DDFC4BE,TraesCS5D02G269000,108: TraesCS5D02G269000.193: TraesCS5D02G269000.1,,,,,,,
Traes_5AL_43DDFC4BE,TraesCS5A02G261500,108: TraesCS5A02G261500.193: TraesCS5A02G261500.1,,,,,,,
Traes_7AL_6AA5BACC7,TraesCS7A02G389100,108: TraesCS7A02G389100.193: TraesCS7A02G389100.1,,,,,,,
Traes_7AL_6AA5BACC7,TraesCS7D02G385100,108: TraesCS7D02G385100.193: TraesCS7D02G385100.1,,,,,,,
Traes_7AL_6AA5BACC7,TraesCS7B02G291000,108: TraesCS7B02G291000.193: TraesCS7B02G291000.1,,,,,,,
Traes_2AS_5D4814B59,TraesCS2A02G096300,108: TraesCS2A02G096300.193: TraesCS2A02G096300.1,,,,,,,
Traes_2AS_5D4814B59,TraesCS2D02G094600,108: TraesCS2D02G094600.193: TraesCS2D02G094600.1,,,,,,,
Traes_2AS_5D4814B59,TraesCS2B02G111800,108: TraesCS2B02G111800.193: TraesCS2B02G111800.1,,,,,,,
Traes_1AL_197423E8E,TraesCS1D02G344600,108: TraesCS1D02G344600.193: TraesCS1D02G344600.1,,,,,,,
Traes_1AL_197423E8E,TraesCS1A02G342500,108: TraesCS1A02G342500.193: TraesCS1A02G342500.1,,,,,,,
Traes_1AL_197423E8E,TraesCS1B02G355600,108: TraesCS1B02G355600.193: TraesCS1B02G355600.1,,,,,,,
Traes_1AL_DF9E38C1D,TraesCS1B02G368600,108: TraesCS1B02G368600.193: TraesCS1B02G368600.1,,,,,,,
Traes_1AL_DF9E38C1D,TraesCS1A02G353200,108: TraesCS1A02G353200.193: TraesCS1A02G353200.1,,,,,,,
Traes_1AL_DF9E38C1D,TraesCS1D02G357000,108: TraesCS1D02G357000.193: TraesCS1D02G357000.1,,,,,,,
Traes_4AS_C983F8C8B,TraesCS4D02G210700,108: TraesCS4D02G210700.193: TraesCS4D02G210700.1,,,,,,,
Traes_4AS_C983F8C8B,TraesCS4B02G209900,108: TraesCS4B02G209900.193: TraesCS4B02G209900.1,,,,,,,
Traes_4AS_C983F8C8B,TraesCS4A02G094500,108: TraesCS4A02G094500.193: TraesCS4A02G094500.1,,,,,,,
Traes_7AS_88C3673B0,TraesCS7B02G005700,108: TraesCS7B02G005700.193: TraesCS7B02G005700.1,,,,,,,
Traes_7AS_88C3673B0,TraesCS7D02G101500,108: TraesCS7D02G101500.193: TraesCS7D02G101500.1,,,,,,,
Traes_7AS_88C3673B0,TraesCS7A02G107100,108: TraesCS7A02G107100.193: TraesCS7A02G107100.1,,,,,,,
Traes_6AL_A49A6DF9A,TraesCS6D02G215300,108: TraesCS6D02G215300.193: TraesCS6D02G215300.1,,,,,,,
Traes_6AL_A49A6DF9A,TraesCS6B02G260800,108: TraesCS6B02G260800.193: TraesCS6B02G260800.1,,,,,,,
Traes_6AL_A49A6DF9A,TraesCS6A02G232400,108: TraesCS6A02G232400.193: TraesCS6A02G232400.1,,,,,,,
Traes_5AS_6F5670FC1,TraesCS5A02G106100,108: TraesCS5A02G106100.193: TraesCS5A02G106100.1,,,,,,,
Traes_5AS_6F5670FC1,TraesCS5D02G123700,108: TraesCS5D02G123700.193: TraesCS5D02G123700.1,,,,,,,
Traes_5AS_6F5670FC1,TraesCS5B02G110900,108: TraesCS5B02G110900.193: TraesCS5B02G110900.1,,,,,,,
Traes_3AL_A06119E85,TraesCS3A02G224000,108: TraesCS3A02G224000.193: TraesCS3A02G224000.1,,,,,,,
Traes_3AL_A06119E85,TraesCS3D02G229600,108: TraesCS3D02G229600.193: TraesCS3D02G229600.1,,,,,,,
Traes_3AL_A06119E85,TraesCS3B02G253500,108: TraesCS3B02G253500.193: TraesCS3B02G253500.1,,,,,,,
Traes_3AL_8D910EE32,TraesCS3A02G233700,108: TraesCS3A02G233700.193: TraesCS3A02G233700.1,,,,,,,
Traes_3AL_8D910EE32,TraesCS3D02G219700,108: TraesCS3D02G219700.193: TraesCS3D02G219700.1,,,,,,,
Traes_3AL_8D910EE32,TraesCS3B02G265600,108: TraesCS3B02G265600.193: TraesCS3B02G265600.1,,,,,,,
Traes_2AL_D4BF4AE24,TraesCS2D02G279500,108: TraesCS2D02G279500.193: TraesCS2D02G279500.1,,,,,,,
Traes_2AL_D4BF4AE24,TraesCS2A02G280700,108: TraesCS2A02G280700.193: TraesCS2A02G280700.1,,,,,,,
Traes_2AL_D4BF4AE24,TraesCS2B02G298000,108: TraesCS2B02G298000.193: TraesCS2B02G298000.1,,,,,,,
Traes_2AS_1161E1D2E,TraesCS2B02G184500,108: TraesCS2B02G184500.193: TraesCS2B02G184500.1,,,,,,,
Traes_2AS_1161E1D2E,TraesCS2A02G158900,108: TraesCS2A02G158900.193: TraesCS2A02G158900.1,,,,,,,
Traes_2AS_1161E1D2E,TraesCS2D02G165900,108: TraesCS2D02G165900.193: TraesCS2D02G165900.1,,,,,,,
Traes_7AL_E34303AF4,TraesCS7A02G305100,108: TraesCS7A02G305100.193: TraesCS7A02G305100.1,,,,,,,
Traes_7AL_E34303AF4,TraesCS7B02G205500,108: TraesCS7B02G205500.193: TraesCS7B02G205500.1,,,,,,,
Traes_7AL_E34303AF4,TraesCS7D02G301900,108: TraesCS7D02G301900.193: TraesCS7D02G301900.1,,,,,,,
Traes_4AL_E95E68A9C,TraesCS4B02G052100,108: TraesCS4B02G052100.193: TraesCS4B02G052100.1,,,,,,,
Traes_4AL_E95E68A9C,TraesCS4A02G262800,108: TraesCS4A02G262800.193: TraesCS4A02G262800.1,,,,,,,
Traes_4AL_E95E68A9C,TraesCS4D02G052300,108: TraesCS4D02G052300.193: TraesCS4D02G052300.1,,,,,,,
Traes_2AS_729EB1781,TraesCS2B02G250800,108: TraesCS2B02G250800.193: TraesCS2B02G250800.1,,,,,,,
Traes_2AS_729EB1781,TraesCS2D02G232900,108: TraesCS2D02G232900.193: TraesCS2D02G232900.1,,,,,,,
Traes_2AS_729EB1781,TraesCS2A02G232200,108: TraesCS2A02G232200.193: TraesCS2A02G232200.1,,,,,,,
Traes_5AL_B8B668113,TraesCS5B02G201200,108: TraesCS5B02G201200.193: TraesCS5B02G201200.1,,,,,,,
Traes_5AL_B8B668113,TraesCS5A02G202700,108: TraesCS5A02G202700.193: TraesCS5A02G202700.1,,,,,,,
Traes_5AL_B8B668113,TraesCS5D02G209100,108: TraesCS5D02G209100.193: TraesCS5D02G209100.1,,,,,,,
Traes_7AL_669D4AE47,TraesCS7A02G299600,108: TraesCS7A02G299600.193: TraesCS7A02G299600.1,,,,,,,
Traes_7AL_669D4AE47,TraesCS7B02G187600,108: TraesCS7B02G187600.193: TraesCS7B02G187600.1,,,,,,,
Traes_7AL_669D4AE47,TraesCS7D02G295100,108: TraesCS7D02G295100.193: TraesCS7D02G295100.1,,,,,,,
Traes_4AL_5BD269FF3,TraesCS4B02G144200,108: TraesCS4B02G144200.193: TraesCS4B02G144200.1,,,,,,,
Traes_4AL_5BD269FF3,TraesCS4D02G145400,108: TraesCS4D02G145400.193: TraesCS4D02G145400.1,,,,,,,
Traes_4AL_5BD269FF3,TraesCS4A02G169100,108: TraesCS4A02G169100.193: TraesCS4A02G169100.1,,,,,,,
Traes_5AS_31C2540C0,TraesCS5A02G025900,108: TraesCS5A02G025900.193: TraesCS5A02G025900.1,,,,,,,
Traes_5AS_31C2540C0,TraesCS5D02G033700,108: TraesCS5D02G033700.193: TraesCS5D02G033700.1,,,,,,,
Traes_5AS_31C2540C0,TraesCS5B02G025100,108: TraesCS5B02G025100.193: TraesCS5B02G025100.1,,,,,,,
Traes_7AL_B793223D2,TraesCS7A02G328800,108: TraesCS7A02G328800.193: TraesCS7A02G328800.1,,,,,,,
Traes_7AL_B793223D2,TraesCS7D02G325700,108: TraesCS7D02G325700.193: TraesCS7D02G325700.1,,,,,,,
Traes_7AL_B793223D2,TraesCS7B02G229500,108: TraesCS7B02G229500.193: TraesCS7B02G229500.1,,,,,,,
Traes_2AL_667EB02B9,TraesCS2B02G350900,108: TraesCS2B02G350900.193: TraesCS2B02G350900.1,,,,,,,
Traes_2AL_667EB02B9,TraesCS2A02G331300,108: TraesCS2A02G331300.193: TraesCS2A02G331300.1,,,,,,,
Traes_2AL_667EB02B9,TraesCS2D02G331600,108: TraesCS2D02G331600.193: TraesCS2D02G331600.1,,,,,,,
Traes_7AS_77739FA2C,TraesCS7D02G270800,108: TraesCS7D02G270800.193: TraesCS7D02G270800.1,,,,,,,
Traes_7AS_77739FA2C,TraesCS7A02G270300,108: TraesCS7A02G270300.193: TraesCS7A02G270300.1,,,,,,,
Traes_7AS_77739FA2C,TraesCS7B02G168600,108: TraesCS7B02G168600.193: TraesCS7B02G168600.1,,,,,,,
Traes_5AL_BBF4F1174,TraesCS5B02G477900,108: TraesCS5B02G477900.193: TraesCS5B02G477900.1,,,,,,,
Traes_5AL_BBF4F1174,TraesCS5A02G466200,108: TraesCS5A02G466200.193: TraesCS5A02G466200.1,,,,,,,
Traes_5AL_BBF4F1174,TraesCS5D02G479000,108: TraesCS5D02G479000.193: TraesCS5D02G479000.1,,,,,,,
Traes_1AL_5B93FB670,TraesCS1B02G164500,108: TraesCS1B02G164500.193: TraesCS1B02G164500.1,,,,,,,
Traes_1AL_5B93FB670,TraesCS1D02G145100,108: TraesCS1D02G145100.193: TraesCS1D02G145100.1,,,,,,,
Traes_1AL_5B93FB670,TraesCS1A02G147000,108: TraesCS1A02G147000.193: TraesCS1A02G147000.1,,,,,,,
Traes_5AL_056A80914,TraesCS5A02G326100,108: TraesCS5A02G326100.193: TraesCS5A02G326100.1,,,,,,,
Traes_5AL_056A80914,TraesCS5D02G332200,108: TraesCS5D02G332200.193: TraesCS5D02G332200.1,,,,,,,
Traes_5AL_056A80914,TraesCS5B02G326500,108: TraesCS5B02G326500.193: TraesCS5B02G326500.1,,,,,,,
Traes_4AS_E68FE3E5E,TraesCS4D02G262700,108: TraesCS4D02G262700.193: TraesCS4D02G262700.1,,,,,,,
Traes_4AS_E68FE3E5E,TraesCS4A02G041600,108: TraesCS4A02G041600.193: TraesCS4A02G041600.1,,,,,,,
Traes_4AS_E68FE3E5E,TraesCS4B02G262600,108: TraesCS4B02G262600.193: TraesCS4B02G262600.1,,,,,,,
Traes_6AL_CCB16DE7E,TraesCS6A02G396400,108: TraesCS6A02G396400.193: TraesCS6A02G396400.1,,,,,,,
Traes_6AL_CCB16DE7E,TraesCS6B02G436400,108: TraesCS6B02G436400.193: TraesCS6B02G436400.1,,,,,,,
Traes_6AL_CCB16DE7E,TraesCS6D02G381300,108: TraesCS6D02G381300.193: TraesCS6D02G381300.1,,,,,,,
Traes_7AL_EC2DE4DFA,TraesCS7A02G455900,108: TraesCS7A02G455900.193: TraesCS7A02G455900.1,,,,,,,
Traes_7AL_EC2DE4DFA,TraesCS7B02G356900,108: TraesCS7B02G356900.193: TraesCS7B02G356900.1,,,,,,,
Traes_7AL_EC2DE4DFA,TraesCS7D02G444800,108: TraesCS7D02G444800.193: TraesCS7D02G444800.1,,,,,,,
Traes_3AL_752045D06,TraesCS3B02G416300,108: TraesCS3B02G416300.193: TraesCS3B02G416300.1,,,,,,,
Traes_3AL_752045D06,TraesCS3A02G384300,108: TraesCS3A02G384300.193: TraesCS3A02G384300.1,,,,,,,
Traes_3AL_752045D06,TraesCS3D02G377200,108: TraesCS3D02G377200.193: TraesCS3D02G377200.1,,,,,,,
Traes_2AS_FA50A29DB,TraesCS2D02G074300,108: TraesCS2D02G074300.193: TraesCS2D02G074300.1,,,,,,,
Traes_2AS_FA50A29DB,TraesCS2B02G090600,108: TraesCS2B02G090600.193: TraesCS2B02G090600.1,,,,,,,
Traes_2AS_FA50A29DB,TraesCS2A02G075800,108: TraesCS2A02G075800.193: TraesCS2A02G075800.1,,,,,,,
Traes_1AL_B9BC939F9,TraesCS1B02G404200,108: TraesCS1B02G404200.193: TraesCS1B02G404200.1,,,,,,,
Traes_1AL_B9BC939F9,TraesCS1A02G381800,108: TraesCS1A02G381800.193: TraesCS1A02G381800.1,,,,,,,
Traes_1AL_B9BC939F9,TraesCS5D02G549100,108: TraesCS5D02G549100.193: TraesCS5D02G549100.1,,,,,,,
Traes_1AL_B9BC939F9,TraesCS1D02G389500,108: TraesCS1D02G389500.193: TraesCS1D02G389500.1,,,,,,,
Traes_4AS_FA04716B5,TraesCS4A02G058000,108: TraesCS4A02G058000.193: TraesCS4A02G058000.1,,,,,,,
Traes_4AS_FA04716B5,TraesCS4D02G246300,108: TraesCS4D02G246300.193: TraesCS4D02G246300.1,,,,,,,
Traes_4AS_FA04716B5,TraesCS4B02G246900,108: TraesCS4B02G246900.193: TraesCS4B02G246900.1,,,,,,,
Traes_4AL_731FE028A,TraesCS4B02G094500,108: TraesCS4B02G094500.193: TraesCS4B02G094500.1,,,,,,,
Traes_4AL_731FE028A,TraesCS4D02G091300,108: TraesCS4D02G091300.193: TraesCS4D02G091300.1,,,,,,,
Traes_6AL_186EEF40F,TraesCS6A02G220800,108: TraesCS6A02G220800.193: TraesCS6A02G220800.1,,,,,,,
Traes_6AL_186EEF40F,TraesCS6D02G214400,108: TraesCS6D02G214400.193: TraesCS6D02G214400.1,,,,,,,
Traes_6AL_186EEF40F,TraesCS6B02G262300,108: TraesCS6B02G262300.193: TraesCS6B02G262300.1,,,,,,,
Traes_4AL_26596212D,TraesCS4D02G120700,108: TraesCS4D02G120700.193: TraesCS4D02G120700.1,,,,,,,
Traes_4AL_26596212D,TraesCS4B02G122700,108: TraesCS4B02G122700.193: TraesCS4B02G122700.1,,,,,,,
Traes_4AL_26596212D,TraesCS4A02G192600,108: TraesCS4A02G192600.193: TraesCS4A02G192600.1,,,,,,,
Traes_7AL_9E45828B0,TraesCS7B02G204900,108: TraesCS7B02G204900.193: TraesCS7B02G204900.1,,,,,,,
Traes_7AL_9E45828B0,TraesCS7A02G304600,108: TraesCS7A02G304600.193: TraesCS7A02G304600.1,,,,,,,
Traes_7AL_9E45828B0,TraesCS7D02G300100,108: TraesCS7D02G300100.193: TraesCS7D02G300100.1,,,,,,,
Traes_6AL_D7128393B,TraesCS6D02G260700,108: TraesCS6D02G260700.193: TraesCS6D02G260700.1,,,,,,,
Traes_6AL_D7128393B,TraesCS6B02G309000,108: TraesCS6B02G309000.193: TraesCS6B02G309000.1,,,,,,,
Traes_6AL_D7128393B,TraesCS6A02G280500,108: TraesCS6A02G280500.193: TraesCS6A02G280500.1,,,,,,,
Traes_5AL_3942B9A01,TraesCS5D02G314200,108: TraesCS5D02G314200.193: TraesCS5D02G314200.1,,,,,,,
Traes_5AL_3942B9A01,TraesCS5B02G307700,108: TraesCS5B02G307700.193: TraesCS5B02G307700.1,,,,,,,
Traes_5AL_3942B9A01,TraesCS5A02G307300,108: TraesCS5A02G307300.193: TraesCS5A02G307300.1,,,,,,,
Traes_2AL_9D18D50CB,TraesCS2D02G416000,108: TraesCS2D02G416000.193: TraesCS2D02G416000.1,,,,,,,
Traes_2AL_9D18D50CB,TraesCS2B02G437800,108: TraesCS2B02G437800.193: TraesCS2B02G437800.1,,,,,,,
Traes_2AL_9D18D50CB,TraesCS2A02G419100,108: TraesCS2A02G419100.193: TraesCS2A02G419100.1,,,,,,,
Traes_6AL_279FFF8B0,TraesCS6D02G327100,108: TraesCS6D02G327100.193: TraesCS6D02G327100.1,,,,,,,
Traes_6AL_279FFF8B0,TraesCS6A02G344300,108: TraesCS6A02G344300.193: TraesCS6A02G344300.1,,,,,,,
Traes_6AL_279FFF8B0,TraesCS6B02G377200,108: TraesCS6B02G377200.193: TraesCS6B02G377200.1,,,,,,,
Traes_3AL_6F38E7095,TraesCS3A02G428900,108: TraesCS3A02G428900.193: TraesCS3A02G428900.1,,,,,,,
Traes_3AL_6F38E7095,TraesCS3D02G424500,108: TraesCS3D02G424500.193: TraesCS3D02G424500.1,,,,,,,
Traes_3AL_6F38E7095,TraesCS3B02G466500,108: TraesCS3B02G466500.193: TraesCS3B02G466500.1,,,,,,,
Traes_4AL_6EB9C1311,TraesCS4B02G062400,108: TraesCS4B02G062400.193: TraesCS4B02G062400.1,,,,,,,
Traes_4AL_6EB9C1311,TraesCS4A02G252900,108: TraesCS4A02G252900.193: TraesCS4A02G252900.1,,,,,,,
Traes_5AL_F6654A9E4,TraesCS5A02G235800,108: TraesCS5A02G235800.193: TraesCS5A02G235800.1,,,,,,,
Traes_5AL_F6654A9E4,TraesCS5D02G242900,108: TraesCS5D02G242900.193: TraesCS5D02G242900.1,,,,,,,
Traes_5AL_F6654A9E4,TraesCS5B02G234200,108: TraesCS5B02G234200.193: TraesCS5B02G234200.1,,,,,,,
Traes_4AL_304857244,TraesCS4B02G314000,108: TraesCS4B02G314000.193: TraesCS4B02G314000.1,,,,,,,
Traes_4AL_304857244,TraesCS4A02G413300,108: TraesCS4A02G413300.193: TraesCS4A02G413300.1,,,,,,,
Traes_4AL_304857244,TraesCS4D02G311200,108: TraesCS4D02G311200.193: TraesCS4D02G311200.1,,,,,,,
Traes_5AL_225860D33,TraesCS5D02G292700,108: TraesCS5D02G292700.193: TraesCS5D02G292700.1,,,,,,,
Traes_5AL_225860D33,TraesCS5B02G284500,108: TraesCS5B02G284500.193: TraesCS5B02G284500.1,,,,,,,
Traes_5AL_225860D33,TraesCS5A02G285300,108: TraesCS5A02G285300.193: TraesCS5A02G285300.1,,,,,,,
Traes_1AL_990EAAEC8,TraesCS2B02G036000,108: TraesCS2B02G036000.193: TraesCS2B02G036000.1,,,,,,,
Traes_5AL_DAB5995D7,TraesCS5D02G439900,108: TraesCS5D02G439900.193: TraesCS5D02G439900.1,,,,,,,
Traes_5AL_DAB5995D7,TraesCS5B02G434000,108: TraesCS5B02G434000.193: TraesCS5B02G434000.1,,,,,,,
Traes_5AL_DAB5995D7,TraesCS5A02G432000,108: TraesCS5A02G432000.193: TraesCS5A02G432000.1,,,,,,,
Traes_2AL_409AB7647,TraesCS2B02G351600,108: TraesCS2B02G351600.193: TraesCS2B02G351600.1,,,,,,,
Traes_2AL_409AB7647,TraesCS2A02G330500,108: TraesCS2A02G330500.193: TraesCS2A02G330500.1,,,,,,,
Traes_2AL_409AB7647,TraesCS2D02G332300,108: TraesCS2D02G332300.193: TraesCS2D02G332300.1,,,,,,,
Traes_1AL_308EC1EFD,TraesCS1A02G313500,108: TraesCS1A02G313500.193: TraesCS1A02G313500.1,,,,,,,
Traes_1AL_308EC1EFD,TraesCS1B02G325300,108: TraesCS1B02G325300.193: TraesCS1B02G325300.1,,,,,,,
Traes_1AL_308EC1EFD,TraesCSU02G124300,108: TraesCSU02G124300.193: TraesCSU02G124300.1,,,,,,,
Traes_1AL_308EC1EFD,TraesCS1D02G314000,108: TraesCS1D02G314000.193: TraesCS1D02G314000.1,,,,,,,
Traes_2AL_AF02A6B9B,TraesCS2D02G275300,108: TraesCS2D02G275300.193: TraesCS2D02G275300.1,,,,,,,
Traes_2AL_AF02A6B9B,TraesCS2B02G294000,108: TraesCS2B02G294000.193: TraesCS2B02G294000.1,,,,,,,
Traes_2AL_AF02A6B9B,TraesCS2A02G276300,108: TraesCS2A02G276300.193: TraesCS2A02G276300.1,,,,,,,
Traes_2AL_76092F4FB,TraesCS2A02G327100,108: TraesCS2A02G327100.193: TraesCS2A02G327100.1,,,,,,,
Traes_2AL_76092F4FB,TraesCS2D02G335800,108: TraesCS2D02G335800.193: TraesCS2D02G335800.1,,,,,,,
Traes_2AL_76092F4FB,TraesCS2B02G354900,108: TraesCS2B02G354900.193: TraesCS2B02G354900.1,,,,,,,
Traes_2AL_14C86F69F,TraesCS2B02G289200,108: TraesCS2B02G289200.193: TraesCS2B02G289200.1,,,,,,,
Traes_2AL_14C86F69F,TraesCS2D02G269500,108: TraesCS2D02G269500.193: TraesCS2D02G269500.1,,,,,,,
Traes_2AL_14C86F69F,TraesCS2A02G270400,108: TraesCS2A02G270400.193: TraesCS2A02G270400.1,,,,,,,
Traes_5AS_D97203BFC,TraesCS5D02G106400,108: TraesCS5D02G106400.193: TraesCS5D02G106400.1,,,,,,,
Traes_5AS_D97203BFC,TraesCS5B02G100100,108: TraesCS5B02G100100.193: TraesCS5B02G100100.1,,,,,,,
Traes_5AS_D97203BFC,TraesCS5A02G094000,108: TraesCS5A02G094000.193: TraesCS5A02G094000.1,,,,,,,
Traes_1AL_B8A3FE7E8,TraesCS1A02G250900,108: TraesCS1A02G250900.193: TraesCS1A02G250900.1,,,,,,,
Traes_1AL_B8A3FE7E8,TraesCS1B02G261500,108: TraesCS1B02G261500.193: TraesCS1B02G261500.1,,,,,,,
Traes_1AL_B8A3FE7E8,TraesCS1D02G250500,108: TraesCS1D02G250500.193: TraesCS1D02G250500.1,,,,,,,
Traes_3AL_C54BA55C5,TraesCS3B02G379500,108: TraesCS3B02G379500.193: TraesCS3B02G379500.1,,,,,,,
Traes_3AL_C54BA55C5,TraesCS3A02G347600,108: TraesCS3A02G347600.193: TraesCS3A02G347600.1,,,,,,,
Traes_3AL_C54BA55C5,TraesCS3D02G341200,108: TraesCS3D02G341200.193: TraesCS3D02G341200.1,,,,,,,
Traes_2AL_924E3FFA0,TraesCS2D02G349900,108: TraesCS2D02G349900.193: TraesCS2D02G349900.1,,,,,,,
Traes_2AL_924E3FFA0,TraesCS2A02G351700,108: TraesCS2A02G351700.193: TraesCS2A02G351700.1,,,,,,,
Traes_2AL_924E3FFA0,TraesCS2B02G369900,108: TraesCS2B02G369900.193: TraesCS2B02G369900.1,,,,,,,
Traes_7AL_41C5592C4,TraesCS7A02G311700,108: TraesCS7A02G311700.193: TraesCS7A02G311700.1,,,,,,,
Traes_7AL_41C5592C4,TraesCS7B02G211500,108: TraesCS7B02G211500.193: TraesCS7B02G211500.1,,,,,,,
Traes_7AL_41C5592C4,TraesCS7D02G308200,108: TraesCS7D02G308200.193: TraesCS7D02G308200.1,,,,,,,
Traes_6AL_91A76CBCC,TraesCS6D02G362400,108: TraesCS6D02G362400.193: TraesCS6D02G362400.1,,,,,,,
Traes_6AL_91A76CBCC,TraesCS6A02G377900,108: TraesCS6A02G377900.193: TraesCS6A02G377900.1,,,,,,,
Traes_6AL_91A76CBCC,TraesCS6B02G415600,108: TraesCS6B02G415600.193: TraesCS6B02G415600.1,,,,,,,
Traes_4AL_731B29B4E,TraesCS4B02G030800,108: TraesCS4B02G030800.193: TraesCS4B02G030800.1,,,,,,,
Traes_4AL_731B29B4E,TraesCS4A02G282500,108: TraesCS4A02G282500.193: TraesCS4A02G282500.1,,,,,,,
Traes_4AL_731B29B4E,TraesCS4D02G028300,108: TraesCS4D02G028300.193: TraesCS4D02G028300.1,,,,,,,
Traes_1AL_3D9EA5952,TraesCS1A02G437500,108: TraesCS1A02G437500.193: TraesCS1A02G437500.1,,,,,,,
