Gene stable ID,Strand,Chromosome/scaffold name,Gene description,Gene start (bp),Gene end (bp),Transcription start site (TSS)
Os11g0125700,-1,11,RNA recognition motif domain domain containing protein,1168068,1170154,1170154
Os01g0549250,1,1,Conserved hypothetical protein,20502300,20502721,20502300
Os11g0175000,-1,11,Domain of unknown function DUF1618 domain containing protein,3721900,3723603,3723603
Os02g0108302,-1,2,Hypothetical gene,482360,483874,483874
Os03g0390400,1,3,Similar to Cytochrome c oxidase subunit 6b,15637867,15642502,15637867
Os07g0554400,-1,7,Conserved hypothetical protein,22077208,22078130,22078130
Os07g0175350,-1,7,Hypothetical protein,3970345,3975458,3975458
Os06g0354500,-1,6,"Similar to Acyl-coenzyme A oxidase 3, peroxisomal precursor (EC 1.3.3.6) (AOX 3) (Medium-chain acyl-CoA oxidase) (AtCX3)",14504152,14512950,14512950
Os02g0203500,-1,2,"NB (nucleotide-binding site)-containing protein with an ARM (armadillo) domain, Chloroplast degradation during leaf senescenc",5785295,5788769,5788769
Os12g0628100,-1,12,Similar to Actin-depolymerizing factor 6 (ADF-6) (AtADF6),26888810,26890166,26890166
Os04g0463500,-1,4,Similar to Anthranilate synthase beta chain,23139191,23142817,23142817
Os11g0670100,1,11,Serine-threonine/tyrosine-protein kinase domain containing protein,27077916,27080652,27077916
Os06g0600700,-1,6,Agenet domain containing protein,23721777,23726845,23726845
Os06g0600700,-1,6,Agenet domain containing protein,23721777,23726845,23726844
Os07g0175600,1,7,"Plant lipid transfer protein and hydrophobic protein, helical domain containing protein",3980211,3981196,3980211
Os09g0364800,1,9,Heavy metal transport/detoxification protein domain containing protein,11976318,11977778,11976318
Os05g0497700,-1,5,Similar to Peptidase,24483687,24488993,24486757
Os05g0497700,-1,5,Similar to Peptidase,24483687,24488993,24488993
Os02g0664000,1,2,"Similar to Phospholipid hydroperoxide glutathione peroxidase, chloroplast precursor (EC 1.11.1.12) (PHGPx)",26929770,26932403,26929770
Os02g0287900,-1,2,Cyclin-like F-box domain containing protein,10857586,10859012,10859012
Os05g0432700,-1,5,Similar to Pi starvation-induced protein (Fragment),21214834,21216797,21216797
Os04g0337300,1,4,Similar to OSIGBa0137O04.8 protein,15879378,15879964,15879378
Os09g0413000,1,9,Similar to Protein binding protein,14675596,14676702,14675596
Os09g0542800,-1,9,Pentatricopeptide repeat domain containing protein,21381391,21383318,21383318
Os01g0949750,1,1,Similar to Glutathione S-transferase GST 28 (Fragment),41841787,41842619,41841787
Os12g0102350,-1,12,Similar to WRKY transcription factor 57,103029,103978,103978
Os11g0432800,-1,11,Similar to OSIGBa0153E02-OSIGBa0093I20.13 protein,13969460,13971406,13971406
Os05g0355133,1,5,Hypothetical conserved gene,16830126,16840001,16830126
Os03g0625900,-1,3,WD40 repeat-like domain containing protein,23817641,23824212,23824212
Os11g0276000,1,11,Subunit of the exocyst comple,9794920,9807643,9794920
Os05g0363566,-1,5,Hypothetical conserved gene,17368029,17369091,17369091
Os06g0247000,1,6,Similar to Avr9/Cf-9 rapidly elicited protein 231,7629550,7631267,7629550
Os05g0393900,-1,5,Pentatricopeptide repeat domain containing protein,19166560,19168329,19168329
Os11g0236932,-1,11,Hypothetical conserved gene,7327021,7327544,7327544
Os01g0872450,1,1,Similar to POT family protein,37832970,37833242,37832970
Os02g0184500,1,2,Similar to CUE domain containing protein,4717699,4720607,4717699
Os09g0463232,-1,9,Hypothetical gene,17533362,17536199,17536199
Os10g0390100,-1,10,Non-protein coding transcript,12940631,12946820,12946820
Os10g0390100,-1,10,Non-protein coding transcript,12940631,12946820,12946746
Os01g0536000,-1,1,Similar to CBL-interacting serine/threonine-protein kinase 24 (EC 2.7.1.37) (SNF1-related kinase 3.11) (SALT OVERLY SENSITIVE 2 protein),19469262,19477590,19477590
Os01g0559100,1,1,Similar to Seryl-tRNA synthetase (EC 6.1.1.11) (Serine--tRNA ligase) (SerRS) (Fragment),21175807,21179905,21175807
Os01g0559100,1,1,Similar to Seryl-tRNA synthetase (EC 6.1.1.11) (Serine--tRNA ligase) (SerRS) (Fragment),21175807,21179905,21175916
Os10g0415300,-1,10,Similar to Chloroplastic glutathione reductase,14505709,14509906,14508788
Os10g0415300,-1,10,Similar to Chloroplastic glutathione reductase,14505709,14509906,14509906
Os08g0563500,-1,8,Hypothetical conserved gene,28220313,28221038,28221038
Os03g0271900,1,3,"Peptidase aspartic, catalytic domain containing protein",9096403,9098430,9096436
Os03g0271900,1,3,"Peptidase aspartic, catalytic domain containing protein",9096403,9098430,9096696
Os03g0271900,1,3,"Peptidase aspartic, catalytic domain containing protein",9096403,9098430,9096403
Os11g0575500,1,11,Similar to Glycosyltransferase,21672085,21673113,21672085
Os10g0572100,-1,10,Uncharacterised protein family UPF0005 domain containing protein,22682292,22684755,22684755
Os01g0112800,1,1,Disease resistance protein domain containing protein,689788,693923,689788
Os02g0189700,1,2,Similar to Felis catus multi-drug resistance related (Fragment),4967961,4971634,4967961
Os06g0494000,1,6,Paired amphipathic helix domain containing protein,17156157,17159843,17158858
Os06g0494000,1,6,Paired amphipathic helix domain containing protein,17156157,17159843,17156157
Os06g0141100,-1,6,Monosaccharide transporter,2155077,2156716,2156716
Os08g0553100,1,8,Hypothetical conserved gene,27679902,27682169,27679902
Os08g0500800,1,8,WLM domain containing protein,24726948,24731218,24726948
Os04g0653300,1,4,Aux/IAA_ARF_dimerisation domain containing protein,33325306,33325943,33325306
Os07g0443700,1,7,Serine-threonine/tyrosine-protein kinase domain containing protein,15048923,15057070,15048923
Os04g0117250,1,4,Hypothetical gene,1015451,1019297,1015451
Os09g0375600,-1,9,Similar to Protein kinase family protein,12565503,12567065,12567065
Os08g0107900,1,8,Similar to Protein mago nashi,384114,388023,384159
Os08g0107900,1,8,Similar to Protein mago nashi,384114,388023,384114
Os04g0643200,-1,4,Amidase family protein,32736613,32739871,32739871
Os04g0280200,1,4,Hypothetical conserved gene,11869141,11887415,11869141
Os04g0359100,1,4,"Alcohol dehydrogenase superfamily, zinc-containing protein",17180207,17183428,17180207
Os05g0516475,-1,5,Hypothetical protein,25613511,25616650,25616650
Os06g0490700,1,6,Conserved hypothetical protein,16910985,16916624,16910985
Os06g0490700,1,6,Conserved hypothetical protein,16910985,16916624,16913054
Os04g0165900,-1,4,Conserved hypothetical protein,4469893,4472106,4472106
Os04g0119500,-1,4,Non-protein coding transcript,1148894,1152109,1152109
Os04g0119500,-1,4,Non-protein coding transcript,1148894,1152109,1151736
Os04g0119500,-1,4,Non-protein coding transcript,1148894,1152109,1151980
Os10g0509000,1,10,"Similar to MutS domain V family protein, expressed",19543841,19549093,19543841
Os12g0149300,-1,12,Similar to galactosyl transferase GMA12/MNN10 family protein,2433326,2434865,2434865
Os01g0770200,-1,1,"Aromatic L-amino acid decarboxylase (AADC), Conversion of tyrosine into tyramin",32501036,32502957,32502957
Os07g0498900,1,7,"Protein of unknown function DUF231, plant domain containing protein",18727988,18733552,18727988
Os01g0174600,-1,1,"Zinc finger, CCCH-type domain containing protein",3830492,3831846,3831846
Os09g0345500,1,9,HSP20-like chaperone domain containing protein,10801029,10802249,10801029
Os01g0896800,1,1,Ribosomal protein L18/L5 domain containing protein,38973653,38976375,38973653
Os02g0507900,-1,2,"Late embryogenesis abundant protein, LEA-14 domain containing protein",18137316,18138068,18138068
Os07g0404900,-1,7,Hypothetical protein,12424084,12440298,12440298
Os09g0345700,-1,9,"ATP-NAD kinase, PpnK-type domain containing protein",10810135,10812498,10812498
Os05g0209500,1,5,Conserved hypothetical protein,6773865,6774671,6773865
Os02g0286350,-1,2,Similar to Non-specific lipid-transfer protein,10764855,10766260,10766260
Os07g0668900,-1,7,Similar to Serine/threonine-protein kinase PBS1 (EC 2.7.1.37) (AvrPphB susceptible protein 1),28250047,28253655,28253630
Os07g0668900,-1,7,Similar to Serine/threonine-protein kinase PBS1 (EC 2.7.1.37) (AvrPphB susceptible protein 1),28250047,28253655,28253655
Os04g0351800,-1,4,Conserved hypothetical protein,16795191,16795442,16795442
Os07g0284700,1,7,Conserved hypothetical protein,10924115,10924961,10924115
Os04g0619200,1,4,Similar to H0114G12.3 protein,31448163,31452824,31448208
Os04g0619200,1,4,Similar to H0114G12.3 protein,31448163,31452824,31448163
Os08g0433400,-1,8,Hypothetical conserved gene,21019546,21021361,21021361
Os04g0130433,-1,4,UDP-glucuronosyl/UDP-glucosyltransferase domain containing protein,1878061,1878624,1878624
Os01g0668300,1,1,Conserved hypothetical protein,27357348,27363078,27357348
Os03g0598100,1,3,Similar to ACR4,22281686,22284615,22281686
Os04g0591232,1,4,Domain of unknown function DUF1263 domain containing protein,29917851,29921669,29917851
Os07g0604600,1,7,Similar to B12D protein,24765682,24766713,24765682
Os09g0521800,-1,9,Similar to SPX domain-containing membrane protein OsI_32082,20376807,20387318,20387318
Os11g0235400,-1,11,Hypothetical genes,7212407,7214557,7214557
Os04g0652500,-1,4,Similar to OSIGBa0113E10.14 protein,33225809,33230258,33230258
Os12g0441300,-1,12,"O-methyltransferase, family 2 protein",14714136,14716501,14716501
Os08g0509300,1,8,Hypothetical protein,25250757,25254475,25250757
Os07g0151250,-1,7,Hypothetical protein,2688701,2689497,2689497
Os04g0218100,-1,4,Pentatricopeptide repeat domain containing protein,7893521,7901861,7901861
Os04g0218100,-1,4,Pentatricopeptide repeat domain containing protein,7893521,7901861,7897863
Os09g0424650,-1,9,Hypothetical protein,15400999,15406282,15406282
Os10g0188300,1,10,Similar to JHL05D22.13 protein,6104501,6110244,6104501
Os04g0517600,-1,4,Similar to GA 3beta-hydroxylase,25873036,25878716,25878716
Os03g0223100,-1,3,Cytochrome P450 family protein,6443453,6445461,6445461
Os06g0318600,1,6,Peptidase S41 domain containing protein,12345953,12350133,12345953
Os01g0564400,-1,1,Conserved hypothetical protein,21534121,21537684,21537684
Os08g0546500,-1,8,Hypothetical protein,27372003,27372545,27372545
Os09g0119100,-1,9,UBA-like domain containing protein,1464329,1470406,1470406
Os01g0850200,-1,1,"Zinc finger, RING/FYVE/PHD-type domain containing protein",36597719,36600524,36600524
Os03g0689688,-1,3,Hypothetical protein,27536731,27537829,27537829
Os02g0268500,1,2,Hypothetical protein,9589735,9590039,9589735
Os12g0161900,-1,12,Hypothetical conserved gene,3118079,3124707,3124707
Os05g0409800,1,5,Pentatricopeptide repeat domain containing protein,20028056,20029354,20028056
Os10g0576750,-1,10,"Similar to 002-116-F08, full insert sequence",22975416,22976146,22976146
Os06g0611300,-1,6,Conserved hypothetical protein,24373215,24373855,24373855
Os08g0487100,-1,8,Similar to BZIP transcription factor BZI-2,24083101,24084735,24084735
Os01g0117500,1,1,Similar to Receptor kinase LRK10,987676,990745,987676
Os04g0409900,1,4,Plant neutral invertase family protein,20256143,20259273,20256143
Os02g0129300,-1,2,Conserved hypothetical protein,1532451,1535776,1535776
Os01g0734399,-1,1,Hypothetical protein,30630662,30633179,30633179
Os05g0219900,-1,5,C4-dicarboxylate transporter/malic acid transport protein family protein,7378697,7381005,7381005
Os04g0586500,1,4,Malectin-like carbohydrate-binding domain domain containing protein,29636178,29637984,29636178
Os02g0116900,-1,2,Similar to 15.9 kDa subunit of RNA polymerase II,894656,895615,895615
Os05g0297001,1,5,Similar to predicted protein,13232746,13234909,13232746
Os03g0278333,1,3,Hypothetical gene,9450566,9452512,9450566
Os06g0154900,1,6,Similar to RING-type E3 ubiquitin ligase,2832490,2836293,2832490
Os06g0154900,1,6,Similar to RING-type E3 ubiquitin ligase,2832490,2836293,2832953
Os06g0683200,-1,6,"Similar to 50S ribosomal protein L24, chloroplast precursor (CL24)",28472626,28474779,28474779
Os10g0540050,1,10,Conserved hypothetical protein,21055352,21056227,21055352
Os06g0316300,1,6,Glycine rich family protein,12212221,12213070,12212221
Os05g0519700,-1,5,"Heat shock protein, Long-term acquired thermotoleranc",25803609,25807160,25807106
Os05g0519700,-1,5,"Heat shock protein, Long-term acquired thermotoleranc",25803609,25807160,25804189
Os05g0519700,-1,5,"Heat shock protein, Long-term acquired thermotoleranc",25803609,25807160,25807160
Os03g0284400,-1,3,Similar to Ribosomal protein L10-like,9781436,9782524,9782524
Os09g0306700,1,9,Phytochrome and flowering time 1 protein,7914083,7925334,7914083
Os03g0191100,-1,3,Mitochondrial carrier protein domain containing protein,4737753,4741311,4741030
Os03g0191100,-1,3,Mitochondrial carrier protein domain containing protein,4737753,4741311,4741208
Os03g0191100,-1,3,Mitochondrial carrier protein domain containing protein,4737753,4741311,4741311
Os06g0161350,-1,6,Hypothetical protein,3104856,3107226,3107226
Os03g0441500,-1,3,ABC transporter-like domain containing protein,18686899,18689372,18688616
Os03g0441500,-1,3,ABC transporter-like domain containing protein,18686899,18689372,18689372
Os08g0539800,-1,8,Hypothetical protein,27016926,27017251,27017251
Os03g0336600,-1,3,Reticulon family protein,12480829,12483098,12483098
Os01g0948200,1,1,Similar to GRAS family transcription factor containing protein,41712445,41714110,41712445
Os11g0150400,-1,11,Stress responsive alpha-beta barrel domain containing protein,2343622,2344673,2344670
Os11g0150400,-1,11,Stress responsive alpha-beta barrel domain containing protein,2343622,2344673,2344673
Os01g0524700,1,1,Armadillo-like helical domain containing protein,18763270,18774476,18763270
Os03g0299700,1,3,Conserved hypothetical protein,10518913,10520192,10518913
Os06g0127800,-1,6,"GAI-RGA-SCR (GRAS) family protein, Brassinosteroid signalin",1465500,1468583,1468583
Os08g0500500,1,8,Conserved hypothetical protein,24712558,24715643,24712558
Os08g0120900,1,8,"Protein of unknown function DUF247, plant family protein",1148943,1150555,1148943
Os01g0681050,1,1,Hypothetical protein,28033166,28035196,28033166
Os03g0762450,-1,3,Conserved hypothetical protein,31531190,31533256,31533256
Os01g0725000,1,1,Similar to H0402C08.3 protein,30236130,30236776,30236130
Os01g0204000,-1,1,DNA polymerase subunit Cdc27 domain containing protein,5718902,5724184,5723471
Os01g0204000,-1,1,DNA polymerase subunit Cdc27 domain containing protein,5718902,5724184,5724184
Os04g0513900,-1,4,"Glycoside hydrolase, family 1 protein",25681399,25685698,25685698
Os05g0132800,1,5,Conserved hypothetical protein,1910293,1910914,1910293
Os07g0265100,1,7,Conserved hypothetical protein,9405839,9407139,9405839
Os03g0441400,-1,3,Pentatricopeptide repeat domain containing protein,18676911,18682844,18682789
Os03g0441400,-1,3,Pentatricopeptide repeat domain containing protein,18676911,18682844,18682796
Os03g0441400,-1,3,Pentatricopeptide repeat domain containing protein,18676911,18682844,18682844
Os09g0380600,-1,9,Protein of unknown function DUF295 domain containing protein,12847732,12848959,12848959
Os09g0515300,-1,9,Conserved hypothetical protein,20070639,20073650,20073650
Os01g0117900,1,1,Similar to nodulin-like protein,1010259,1012400,1010259
Os01g0117900,1,1,Similar to nodulin-like protein,1010259,1012400,1010261
Os01g0117900,1,1,Similar to nodulin-like protein,1010259,1012400,1010686
Os07g0438700,1,7,Hypothetical conserved gene,14741197,14746212,14741197
Os11g0702300,-1,11,"Zinc finger, C2H2-type domain containing protein",28762628,28763119,28763119
Os05g0358900,-1,5,Conserved hypothetical protein,17074219,17075001,17075001
Os11g0244900,-1,11,FAR1 DNA binding domain domain containing protein,7785872,7788341,7788341
Os05g0414200,1,5,NB-ARC domain containing protein,20258788,20262445,20258788
Os02g0109400,-1,2,Transcription factor jumonji/aspartyl beta-hydroxylase domain containing protein,509377,512956,512956
Os01g0228300,-1,1,Mpv17/PMP22 family protein,7085873,7089172,7089172
Os04g0267250,-1,4,Hypothetical gene,11054917,11055559,11055559
Os01g0132050,-1,1,Hypothetical protein,1764784,1770260,1770260
Os03g0364400,1,3,"Receptor-like cytoplasmic kinase, Leaf senescence, Salt stress respons",14206981,14209160,14206981
Os03g0364400,1,3,"Receptor-like cytoplasmic kinase, Leaf senescence, Salt stress respons",14206981,14209160,14207103
Os12g0606100,1,12,Hypothetical conserved gene,25605994,25611594,25605994
Os06g0204700,-1,6,Hypothetical protein,5291613,5297559,5297559
Os09g0541050,-1,9,Hypothetical protein,21310165,21310918,21310918
Os05g0235800,1,5,DNA-dependent ATPase MCM domain containing protein,8312907,8319399,8312907
Os07g0218600,-1,7,Hypothetical conserved gene,6571285,6573172,6573172
Os07g0612400,-1,7,Alpha/beta hydrolase family protein,25214544,25216620,25216620
Os04g0491700,-1,4,Sugar/inositol transporter domain containing protein,24567146,24571583,24571583
Os03g0137600,1,3,Conserved hypothetical protein,2073420,2074942,2073420
Os03g0137600,1,3,Conserved hypothetical protein,2073420,2074942,2073482
Os05g0241300,-1,5,Conserved hypothetical protein,8613323,8614217,8614217
Os03g0410000,-1,3,Conserved hypothetical protein,16879444,16880815,16880815
Os01g0919400,-1,1,"Sucrose phosphate synthase, Sucrose synthesis in pollen germinatio",40101744,40106898,40106898
Os07g0508900,1,7,Hypothetical conserved gene,19363561,19364738,19363561
Os11g0150700,1,11,Serine/threonine protein kinase domain containing protein,2356476,2360843,2356476
Os02g0197200,1,2,Mlo-related protein family protein,5442081,5447353,5442081
Os03g0116366,-1,3,Hypothetical gene,931766,932663,932663
Os04g0463200,1,4,Protein of unknown function DUF593 family protein,23128561,23129948,23128561
Os08g0155100,1,8,PapD-like domain containing protein,3171594,3175339,3171594
Os06g0176750,-1,6,Hypothetical protein,3855626,3857100,3857100
Os01g0861900,-1,1,Similar to transposon protein Mutator sub-class,37308289,37310312,37310312
Os04g0198733,1,4,Hypothetical conserved gene,6692156,6693010,6692156
Os09g0482761,1,9,Conserved hypothetical protein,18611277,18613048,18611277
Os06g0524900,1,6,NB-ARC domain containing protein,19434822,19439087,19434822
Os10g0464400,-1,10,Haloacid dehalogenase-like hydrolase domain containing protein,17133478,17137843,17137843
Os07g0661600,-1,7,Similar to RNA-binding protein-like protein,27915771,27921192,27921192
Os07g0661600,-1,7,Similar to RNA-binding protein-like protein,27915771,27921192,27921188
Os01g0642600,-1,1,"Protein of unknown function DUF617, plant family protein",25825625,25826696,25826696
Os05g0364700,-1,5,Similar to H0219H12.7 protein,17465615,17468307,17468307
Os03g0103200,1,3,Similar to Physical impedance induced protein,211082,211817,211082
Os05g0551650,1,5,Hypothetical gene,27422900,27424575,27422900
Os03g0426300,-1,3,Similar to H0315F07.2 protein,17804694,17805965,17805965
Os05g0301500,1,5,Similar to Ribophorin I (Fragment),13529551,13534292,13532183
Os05g0301500,1,5,Similar to Ribophorin I (Fragment),13529551,13534292,13529551
Os05g0301500,1,5,Similar to Ribophorin I (Fragment),13529551,13534292,13529578
Os03g0336400,-1,3,Similar to Alpha-expansin OsEXPA4,12469445,12470602,12470602
Os03g0417800,-1,3,Similar to Nap16kDa protein,17347326,17350501,17350501
Os03g0417800,-1,3,Similar to Nap16kDa protein,17347326,17350501,17348423
Os11g0647866,1,11,Similar to NB-ARC domain containing protein,25760411,25763215,25760411
Os03g0825600,-1,3,Hypothetical conserved gene,34674979,34676923,34676918
Os03g0825600,-1,3,Hypothetical conserved gene,34674979,34676923,34676923
Os11g0704100,-1,11,Similar to NB-ARC domain containing protein,28812033,28815723,28815723
Os06g0638200,1,6,Uncharacterised protein family UPF0047 domain containing protein,25933564,25934923,25933564
Os10g0405100,1,10,Similar to serine/threonine-protein kinase NAK,13823657,13829400,13823657
Os10g0405100,1,10,Similar to serine/threonine-protein kinase NAK,13823657,13829400,13823704
Os01g0205600,1,1,"Crotonase, core domain containing protein",5773300,5774176,5773300
Os09g0272200,-1,9,Hypothetical protein,5402523,5404107,5404039
Os09g0272200,-1,9,Hypothetical protein,5402523,5404107,5404107
Os03g0200500,1,3,40S ribosomal protein S3a (CYC07 protein),5274929,5277136,5275019
Os03g0200500,1,3,40S ribosomal protein S3a (CYC07 protein),5274929,5277136,5274929
Os06g0648600,1,6,Hypothetical gene,26499433,26500188,26499433
Os08g0551366,1,8,"Protein of unknown function DUF241, plant domain containing protein",27645208,27645921,27645208
Os12g0187800,-1,12,Conserved hypothetical protein,4412608,4415933,4415933
Os01g0127900,1,1,Mannose-6-phosphate isomerase domain containing protein,1534135,1539601,1534135
Os01g0192900,-1,1,1-aminocyclopropane-1-carboxylate synthase family protein,5002454,5004321,5004321
Os03g0128700,1,3,"Calcium-dependent protein kinase, isoform 11 (EC 2.7.1.-) (CDPK 11)",1625098,1629527,1625098
Os04g0601700,-1,4,Similar to Vacuolar ATP synthase subunit G 1 (EC 3.6.3.14) (V-ATPase G subunit 1) (Vacuolar proton pump G subunit 1),30374702,30377053,30377053
Os04g0601700,-1,4,Similar to Vacuolar ATP synthase subunit G 1 (EC 3.6.3.14) (V-ATPase G subunit 1) (Vacuolar proton pump G subunit 1),30374702,30377053,30377015
Os12g0571500,1,12,Conserved hypothetical protein,23526524,23527156,23526524
Os08g0499100,1,8,"ATPase, AAA+ type, core domain containing protein",24633503,24637192,24633503
Os05g0501325,1,5,Conserved hypothetical protein,24669876,24671036,24669876
Os04g0184450,-1,4,Conserved hypothetical protein,5739436,5740550,5740550
Os02g0130250,1,2,Hypothetical protein,1570484,1572511,1570484
Os08g0157900,-1,8,Similar to NAM protein,3389030,3393349,3393349
Os05g0508700,1,5,TRAF-type domain containing protein,25176651,25186706,25181080
Os05g0508700,1,5,TRAF-type domain containing protein,25176651,25186706,25181357
Os05g0508700,1,5,TRAF-type domain containing protein,25176651,25186706,25176651
Os02g0807600,1,2,Hypothetical gene,34493339,34493888,34493339
Os05g0549300,1,5,Conserved hypothetical protein,27261643,27262993,27261643
Os01g0691600,1,1,Similar to DNA repair helicase XPB2 (EC 3.6.1.-) (XPB homolog 2) (ERCC3 homolog 2) (RAD25 homolog 2) (AtXPB2),28545585,28553746,28545585
Os01g0691600,1,1,Similar to DNA repair helicase XPB2 (EC 3.6.1.-) (XPB homolog 2) (ERCC3 homolog 2) (RAD25 homolog 2) (AtXPB2),28545585,28553746,28548694
Os02g0810200,1,2,"Kinesin-related protein, Regulation of cell division and plant developmen",34632251,34636612,34632251
Os05g0377000,-1,5,Similar to Acyl carrier protein,18190867,18193234,18193234
Os02g0749500,-1,2,Similar to SEC6,31501032,31512420,31512420
Os05g0169300,1,5,"Tryptophan aminotransferase, Indole-3-acetic acid (IAA) biosynthesis, Grain developmen",4152905,4155880,4152905
Os05g0169300,1,5,"Tryptophan aminotransferase, Indole-3-acetic acid (IAA) biosynthesis, Grain developmen",4152905,4155880,4153655
Os01g0264700,-1,1,Cellular retinaldehyde binding/alpha-tocopherol transport family protein,9004534,9008221,9008221
Os02g0588300,-1,2,Similar to Fimbrin 1 (AtFIM1),22666458,22671443,22671443
Os06g0196300,-1,6,Similar to Peroxiredoxin Q (Fragment),4888576,4890729,4890729
Os06g0196300,-1,6,Similar to Peroxiredoxin Q (Fragment),4888576,4890729,4890705
Os09g0304400,-1,9,Conserved hypothetical protein,7741326,7742952,7742952
Os01g0962900,1,1,Similar to Cationic peroxidase SPC4 (Fragment),42436589,42436852,42436589
Os10g0516400,-1,10,Conserved hypothetical protein,19915844,19916952,19916884
Os10g0516400,-1,10,Conserved hypothetical protein,19915844,19916952,19916952
Os01g0260100,-1,1,Similar to Kinesin heavy chain (Fragment),8734767,8741720,8741720
Os02g0819700,-1,2,"Zinc finger, Zim17-type family protein",35199419,35200921,35200921
Os02g0819700,-1,2,"Zinc finger, Zim17-type family protein",35199419,35200921,35200895
Os08g0484200,1,8,"Zinc finger, RING/FYVE/PHD-type domain containing protein",23921006,23922529,23921006
Os08g0255140,1,8,Hypothetical gene,9440105,9441435,9440105
Os07g0565600,1,7,Similar to predicted protein,22688900,22693282,22689012
Os07g0565600,1,7,Similar to predicted protein,22688900,22693282,22688900
Os11g0209600,-1,11,Cyclin-like F-box domain containing protein,5645660,5648416,5648416
Os11g0209600,-1,11,Cyclin-like F-box domain containing protein,5645660,5648416,5648372
Os02g0196600,1,2,"Heavy metal P1B-type ATPase, Cu-transporting ATPase, Control of Cu accumulation in rice grai",5404703,5410606,5404703
Os05g0367200,-1,5,Conserved hypothetical protein,17637812,17641298,17641298
Os06g0488600,-1,6,Similar to Potential phospholipid-transporting ATPase 7 (EC 3.6.3.1) (Aminophospholipid flippase 7),16793652,16795663,16795663
Os08g0280300,1,8,Hypothetical conserved gene,10938444,10945133,10938444
Os05g0365000,1,5,Conserved hypothetical protein,17497491,17498604,17497491
Os03g0798400,-1,3,Prenylated rab acceptor PRA1 family protein,33281634,33282656,33282656
Os05g0473900,-1,5,Phytanoyl-CoA dioxygenase family protein,23273472,23280905,23280905
Os12g0503000,-1,12,"Allantoin transporter, Ureide metabolism, Nitrogen molecular senso",19180665,19185915,19185807
Os12g0503000,-1,12,"Allantoin transporter, Ureide metabolism, Nitrogen molecular senso",19180665,19185915,19185884
Os12g0503000,-1,12,"Allantoin transporter, Ureide metabolism, Nitrogen molecular senso",19180665,19185915,19185915
Os12g0503000,-1,12,"Allantoin transporter, Ureide metabolism, Nitrogen molecular senso",19180665,19185915,19185732
Os12g0564701,1,12,Hypothetical protein,23157393,23162210,23157393
Os01g0272850,1,1,Hypothetical protein,9431788,9435864,9431788
Os03g0795000,-1,3,Biopterin transport-related protein BT1 family protein,33065377,33070873,33070873
Os04g0561600,1,4,Protein of unknown function DUF1014 family protein,28114866,28117461,28114866
Os01g0874900,1,1,Similar to Hydroxymethyltransferase,37962564,37966769,37962564
Os07g0653000,1,7,Similar to BLE2 protein,27421098,27422228,27421098
Os08g0506500,-1,8,Similar to tRNA/rRNA methyltransferase (SpoU) family protein,25064640,25066853,25066853
Os02g0657550,-1,2,Conserved hypothetical protein,26567302,26571664,26571664
Os02g0565000,-1,2,Homeodomain-like containing protein,21449650,21451339,21451339
Os04g0535400,-1,4,Histidine triad motif domain containing protein,26754463,26757287,26757287
Os12g0438400,1,12,Hypothetical conserved gene,14453237,14456471,14453383
Os12g0438400,1,12,Hypothetical conserved gene,14453237,14456471,14453237
Os10g0542800,1,10,"Brassinosteroid-signaling kinase, A member of the receptor-like cytoplasmic kinase (RLCK)-XII sub group, Major regulator in rice immunit",21199763,21204782,21199763
Os03g0841600,-1,3,UDP-glucuronosyl/UDP-glucosyltransferase family protein,35380195,35382004,35382004
Os11g0206200,-1,11,Mitochodrial transcription termination factor-related family protein,5357840,5359373,5359346
Os11g0206200,-1,11,Mitochodrial transcription termination factor-related family protein,5357840,5359373,5359373
Os03g0839100,-1,3,"Ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6 domain containing protein",35259526,35264535,35264535
Os01g0709750,1,1,Hypothetical gene,29484876,29488093,29484876
Os10g0345600,1,10,Protein of unknown function DUF566 family protein,10337377,10339305,10337377
Os03g0109500,-1,3,Similar to 40S ribosomal protein S17-4,559280,559911,559911
Os03g0649275,-1,3,Hypothetical gene,25169665,25171548,25171548
Os07g0166500,-1,7,Similar to OSJNba0093F12.13 protein,3573154,3573754,3573754
Os11g0109301,1,11,Conserved hypothetical protein,432463,434709,432463
Os05g0100750,1,5,Hypothetical protein,66208,69589,66208
Os03g0652600,-1,3,"Similar to Not1 N-terminal domain, CCR4-Not complex component family protein, expressed",25376204,25376854,25376854
Os03g0423300,-1,3,Similar to Stearoyl-acyl carrier protein desaturse (EC 1.14.99.6) (Fragment),17623509,17625094,17625094
Os03g0278800,-1,3,"Nucleotide-binding, alpha-beta plait domain containing protein",9489475,9490784,9490784
Os03g0245700,-1,3,"Thiolase-like, subgroup domain containing protein",7686713,7688842,7688840
Os03g0245700,-1,3,"Thiolase-like, subgroup domain containing protein",7686713,7688842,7688842
Os02g0807200,-1,2,Similar to Protein kinase family protein,34483285,34485923,34485923
Os05g0410601,1,5,Hypothetical protein,20045545,20049253,20045545
Os08g0332700,-1,8,Conserved hypothetical protein,14724917,14732048,14732048
Os08g0332700,-1,8,Conserved hypothetical protein,14724917,14732048,14732013
Os08g0332700,-1,8,Conserved hypothetical protein,14724917,14732048,14731989
