Gene stable ID,Strand,Chromosome/scaffold name,Gene description,Gene start (bp),Gene end (bp),Transcription start site (TSS)
A06p006350.1_BraROA,1,A06,,2111381,2112509,2111381
A06p001790.1_BraROA,-1,A06,,808159,809004,809004
A04g502810.1_BraROA,-1,A04,,6398833,6399749,6399749
A05g503210.1_BraROA,1,A05,,9467506,9468665,9467506
A03p011160.1_BraROA,1,A03,,4477853,4479092,4477853
A09g500890.1_BraROA,-1,A09,,3246583,3247695,3247695
A08p013990.1_BraROA,1,A08,,9366601,9370426,9366601
A09p011650.1_BraROA,1,A09,,5905615,5908512,5905615
A03p047160.1_BraROA,-1,A03,,22541443,22543314,22543314
SC179g500010.1_BraROA,1,JADBGQ010000049.1,,21196,22911,21196
A04p026740.1_BraROA,-1,A04,,16100860,16101452,16101452
A05p020300.1_BraROA,1,A05,,9573026,9576462,9573026
A04p004620.1_BraROA,1,A04,,2371560,2373952,2371560
A03p043640.1_BraROA,1,A03,,18264302,18265360,18264302
A03p055210.1_BraROA,1,A03,,23802070,23803519,23802070
A08p009250.1_BraROA,-1,A08,,7318722,7319181,7319181
A08p025430.1_BraROA,1,A08,,16400130,16401233,16400130
A07p006050.1_BraROA,1,A07,,1823310,1823991,1823310
A05p009200.1_BraROA,-1,A05,,3779235,3780350,3780350
A09p066350.1_BraROA,-1,A09,S-acyltransferase [Source:Projected from Arabidopsis thaliana (AT3G60800) UniProtKB/TrEMBL;Acc:A0A178VIL0],52706578,52708295,52708295
A03p036060.1_BraROA,-1,A03,,15096560,15100068,15100068
A09p022000.1_BraROA,-1,A09,Receptor-like protein 46 [Source:Projected from Arabidopsis thaliana (AT4G04220) UniProtKB/Swiss-Prot;Acc:F4JGB6],12108910,12116297,12116297
A09p045710.1_BraROA,1,A09,,40066962,40069091,40066962
A09p068940.1_BraROA,-1,A09,,53862485,53863954,53863954
A06p036540.1_BraROA,1,A06,Protein NRT1/ PTR FAMILY 4.7 [Source:Projected from Arabidopsis thaliana (AT5G62730) UniProtKB/Swiss-Prot;Acc:Q9FM20],19821282,19823517,19821282
A02p057770.1_BraROA,1,A02,,34750664,34761141,34750664
A03p025950.1_BraROA,-1,A03,,10942227,10944959,10944959
A04p006700.1_BraROA,1,A04,,3572878,3574087,3572878
A05g502200.1_BraROA,1,A05,,6930589,6931366,6930589
A09g507880.1_BraROA,-1,A09,,22471384,22472493,22472493
A03g509880.1_BraROA,1,A03,,31600076,31600848,31600076
A07p026440.1_BraROA,1,A07,,15108509,15111331,15108509
A04p005280.1_BraROA,-1,A04,,2759241,2759722,2759722
A05p003880.1_BraROA,1,A05,Zinc finger protein 8 [Source:Projected from Arabidopsis thaliana (AT2G41940) UniProtKB/Swiss-Prot;Acc:P93751],1504141,1505778,1504141
A03p000080.1_BraROA,1,A03,,210580,211587,210580
A10p021160.1_BraROA,-1,A10,,14257913,14258927,14258927
A02g500720.1_BraROA,1,A02,,2093183,2093446,2093183
A10p011690.1_BraROA,1,A10,,11690332,11690677,11690332
A05p038870.1_BraROA,-1,A05,,23813795,23816044,23816044
A09p062390.1_BraROA,1,A09,,51056042,51057088,51056042
A10p018970.1_BraROA,1,A10,,13103441,13105467,13103441
A03g507630.1_BraROA,1,A03,,27019892,27022505,27019892
A03p005520.1_BraROA,-1,A03,Glutaredoxin-C10 [Source:Projected from Arabidopsis thaliana (AT5G11930) UniProtKB/Swiss-Prot;Acc:Q29PZ1],2310505,2310927,2310927
A02g510230.1_BraROA,-1,A02,,27331219,27333663,27333663
SC122g500240.1_BraROA,-1,JADBGQ010000018.1,,467844,472176,472176
A03p054680.1_BraROA,-1,A03,,23528284,23538283,23538283
A04p032600.1_BraROA,1,A04,,19040694,19042142,19040694
A05p053930.1_BraROA,-1,A05,,31669038,31679966,31679966
A05p019060.1_BraROA,-1,A05,,8954890,8964478,8964478
A08g500070.1_BraROA,-1,A08,,195509,196682,196682
A07g505980.1_BraROA,1,A07,,13995067,13997261,13995067
A08p034910.1_BraROA,-1,A08,,20672548,20673241,20673241
A03p020410.1_BraROA,1,A03,,8361188,8362270,8361188
A04p002860.1_BraROA,1,A04,,1369580,1370955,1369580
A03p052140.1_BraROA,1,A03,,20213620,20215402,20213620
A09p066650.1_BraROA,1,A09,,52812294,52813378,52812294
A07p039660.1_BraROA,1,A07,Mannosyl-oligosaccharide glucosidase GCS1 [Source:Projected from Arabidopsis thaliana (AT1G67490) UniProtKB/Swiss-Prot;Acc:F4HTM3],21076228,21081890,21076228
A04p008900.1_BraROA,-1,A04,,7964123,7966488,7966488
A02p038370.1_BraROA,-1,JADBGQ010000050.1,,24055,24311,24311
A09p020890.1_BraROA,-1,A09,Nuclear pore complex protein NUP98B [Source:Projected from Arabidopsis thaliana (AT1G59660) UniProtKB/Swiss-Prot;Acc:F4ID16],11112796,11116802,11116802
A02g502620.1_BraROA,-1,A02,,8567599,8568060,8568060
A05p041850.1_BraROA,-1,A05,,25361363,25378460,25378460
A09p021150.1_BraROA,1,A09,,11259819,11266129,11259819
A01p006820.1_BraROA,1,A01,,3431988,3434086,3431988
A03p056220.1_BraROA,1,A03,Transcription factor bHLH162 [Source:Projected from Arabidopsis thaliana (AT4G20970) UniProtKB/Swiss-Prot;Acc:F4JIJ7],24308958,24310085,24308958
A02p007500.1_BraROA,1,A02,,3181634,3182478,3181634
A06p013160.1_BraROA,1,A06,,6027729,6028337,6027729
A10p040780.1_BraROA,-1,A10,Oxysterol-binding protein-related protein 3A [Source:Projected from Arabidopsis thaliana (AT5G02100) UniProtKB/Swiss-Prot;Acc:Q9LZM1],22421684,22431664,22431664
A02p011180.1_BraROA,1,A02,Arogenate dehydratase [Source:Projected from Arabidopsis thaliana (AT5G22630) UniProtKB/TrEMBL;Acc:A0A178UL55],4852592,4853890,4852592
A07p003730.1_BraROA,-1,A07,,3130001,3130326,3130326
A09p081810.1_BraROA,1,A09,,59445617,59446084,59445617
A08g503460.1_BraROA,-1,A08,,6315618,6316330,6316330
A03g501060.1_BraROA,-1,A03,,3311696,3313373,3313373
A02p008750.1_BraROA,1,A02,,3604177,3607817,3604177
A08p037160.1_BraROA,1,A08,,21700111,21701041,21700111
A05g500430.1_BraROA,-1,A05,,1797784,1798719,1798719
A04p038220.1_BraROA,-1,A04,,21753753,21754497,21754497
A02p014890.1_BraROA,-1,A02,,6623206,6625365,6625365
A04p029500.1_BraROA,-1,A04,WXR1 [Source:Projected from Arabidopsis thaliana (AT2G31190) UniProtKB/TrEMBL;Acc:A0A178VQM6],17615768,17618133,17618133
A01g503110.1_BraROA,1,A01,,9952274,9954844,9952274
A08p036490.1_BraROA,-1,A08,,21391482,21394895,21394895
A05g509720.1_BraROA,-1,A05,,29252280,29254261,29254261
A08g501480.1_BraROA,1,A08,,3820336,3822994,3820336
A02p048140.1_BraROA,1,A02,,29962692,29964787,29962692
A01p001190.1_BraROA,1,A01,,448868,449425,448868
A03p050430.1_BraROA,-1,A03,,21680637,21687906,21687906
A09p034890.1_BraROA,-1,A09,40S ribosomal protein S18 [Source:Projected from Arabidopsis thaliana (AT4G09800) UniProtKB/Swiss-Prot;Acc:P34788],21102717,21104245,21104245
A06p041790.1_BraROA,1,A06,,22491478,22494234,22491478
A01g502420.1_BraROA,1,A01,,8394298,8395455,8394298
A05p042300.1_BraROA,1,A05,,25600323,25601712,25600323
A09p019530.1_BraROA,-1,A09,,10342617,10346235,10346235
A10p019190.1_BraROA,1,A10,,13231442,13236580,13231442
A02p020810.1_BraROA,-1,A02,,9800383,9805187,9805187
A08p008100.1_BraROA,1,A08,,5317030,5319865,5317030
A08p006120.1_BraROA,1,A08,,3488212,3489427,3488212
A03p060050.1_BraROA,-1,A03,,25997546,26001696,26001696
A07p018060.1_BraROA,1,A07,,10886164,10887412,10886164
A09p011120.1_BraROA,-1,A09,,5603354,5604224,5604224
A07p033810.1_BraROA,1,A07,,18460961,18465487,18460961
A10p004270.1_BraROA,-1,A10,,2107933,2108570,2108570
A04p016820.1_BraROA,-1,A04,,10319941,10321126,10321126
A05p051020.1_BraROA,1,A05,,29681505,29688574,29681505
A09g511290.1_BraROA,-1,A09,,33865407,33868087,33868087
A03p061690.1_BraROA,-1,A03,,26793880,26796563,26796563
A07p030550.1_BraROA,-1,A07,,17003656,17005076,17005076
A07p017880.1_BraROA,-1,A07,,10810150,10816943,10816943
A05p029680.1_BraROA,1,A05,,14882819,14885524,14882819
A10p006060.1_BraROA,-1,A10,E3 ubiquitin protein ligase DRIP1 [Source:Projected from Arabidopsis thaliana (AT1G06770) UniProtKB/Swiss-Prot;Acc:Q9M9Y4],9554219,9563476,9563476
A02p014920.1_BraROA,1,A02,,6632163,6639634,6632163
A07p047320.1_BraROA,-1,A07,,25430782,25432021,25432021
A06p022870.1_BraROA,-1,A06,Putative glycerol-3-phosphate transporter 1 [Source:Projected from Arabidopsis thaliana (AT3G47420) UniProtKB/Swiss-Prot;Acc:Q9C5L3],11978237,11979887,11979887
A06p013420.1_BraROA,-1,A06,,6084310,6086637,6086637
A03g509330.1_BraROA,-1,A03,,30344785,30346771,30346771
A09p048990.1_BraROA,-1,A09,,43428017,43430845,43430845
A06p010160.1_BraROA,1,A06,,3627340,3629091,3627340
A06p052180.1_BraROA,-1,A06,,27602261,27603027,27603027
A04g500670.1_BraROA,1,A04,,1908734,1910387,1908734
A08g505750.1_BraROA,-1,A08,,9820576,9826623,9826623
A09p003900.1_BraROA,1,A09,,2238406,2239650,2238406
A03p048170.1_BraROA,-1,A03,EDTS5 [Source:Projected from Arabidopsis thaliana (AT2G13810) UniProtKB/TrEMBL;Acc:A0A178VQ02],22042991,22055555,22055555
A02p060250.1_BraROA,-1,A02,,35967010,35968294,35968294
A01p038830.1_BraROA,-1,A01,,14782800,14791118,14791118
A03p012160.1_BraROA,-1,A03,,4840210,4841403,4841403
A06p043650.1_BraROA,1,A06,,23472277,23473881,23472277
A02p009450.1_BraROA,1,A02,,3989739,3992431,3989739
A10p028650.1_BraROA,1,A10,,17745329,17749064,17745329
A09g508570.1_BraROA,-1,A09,,24127746,24128714,24128714
A09g519180.1_BraROA,1,A09,,59018166,59018569,59018166
A10p002560.1_BraROA,-1,A10,,1326433,1328589,1328589
A06g502040.1_BraROA,-1,A06,,7312566,7313355,7313355
A05p001420.1_BraROA,-1,A05,Kinesin-like protein KIN-14I [Source:Projected from Arabidopsis thaliana (AT2G47500) UniProtKB/Swiss-Prot;Acc:F4IL57],232656,240914,240914
A08p028920.1_BraROA,1,A08,Bidirectional sugar transporter SWEET [Source:Projected from Arabidopsis thaliana (AT4G25010) UniProtKB/TrEMBL;Acc:A0A178V6E7],17989901,17994443,17989901
A06p047850.1_BraROA,-1,A06,,25356527,25358331,25358331
A09p006000.1_BraROA,-1,A09,,3203451,3208076,3208076
A06g503800.1_BraROA,1,A06,,11769429,11769684,11769429
A09g503500.1_BraROA,1,A09,,11088190,11089178,11088190
A01p057320.1_BraROA,-1,A01,,32442604,32451753,32451753
A08p013190.1_BraROA,-1,A08,,8334032,8342057,8342057
A03g500660.1_BraROA,-1,A03,,2100338,2101059,2101059
A09g516280.1_BraROA,-1,A09,,48074303,48074662,48074662
A01p050880.1_BraROA,-1,A01,,28604398,28605772,28605772
A03p028330.1_BraROA,1,A03,,11880657,11882989,11880657
A01p013690.1_BraROA,1,A01,,6680392,6684498,6680392
A09p054970.1_BraROA,1,A09,,47166915,47167812,47166915
A02g503200.1_BraROA,-1,A02,,10630435,10631017,10631017
A04p027620.1_BraROA,1,A04,,16631155,16631965,16631155
A03g504660.1_BraROA,1,A03,,16677664,16678420,16677664
A09p070980.1_BraROA,-1,A09,,54920156,54922676,54922676
A08p000500.1_BraROA,1,A08,cation exchanger 6 [Source:Projected from Arabidopsis thaliana (AT1G55720) TAIR;Acc:AT1G55720],296643,298948,296643
A09p038020.1_BraROA,1,JADBGQ010000141.1,,32,490,32
A09p001260.1_BraROA,1,A09,Cathepsin B-like protease 3 [Source:Projected from Arabidopsis thaliana (AT4G01610) UniProtKB/Swiss-Prot;Acc:Q94K85],968533,970494,968533
SC277g500010.1_BraROA,1,JADBGQ010000124.1,,30255,31754,30255
A02p056210.1_BraROA,-1,A02,,33910537,33918309,33918309
A10p023150.1_BraROA,1,A10,,15168470,15175156,15168470
A05p052310.1_BraROA,1,A05,,32380253,32385752,32380253
A01p020600.1_BraROA,1,A01,,10098051,10098239,10098051
A01p048040.1_BraROA,-1,A01,,27065371,27070236,27070236
A09p058950.1_BraROA,-1,A09,,49487432,49490139,49490139
A05g507050.1_BraROA,1,A05,,19894743,19897005,19894743
A04p040450.1_BraROA,1,A04,,22849840,22851903,22849840
A02p024690.1_BraROA,1,A02,,12660070,12660405,12660070
A02p041930.1_BraROA,1,A02,Pectin acetylesterase 11 [Source:Projected from Arabidopsis thaliana (AT5G45280) UniProtKB/Swiss-Prot;Acc:Q9FH82],26300489,26303197,26300489
A09p047260.1_BraROA,-1,A09,,41035947,41036528,41036528
A06g508770.1_BraROA,1,A06,,24840996,24841418,24840996
A01g504040.1_BraROA,-1,A01,,12184328,12185536,12185536
A09p065110.1_BraROA,1,A09,,52191749,52193368,52191749
A07p012500.1_BraROA,-1,A07,,8104274,8107055,8107055
A02p002660.1_BraROA,-1,A02,,1113882,1118975,1118975
A06p015870.1_BraROA,1,A06,,7079049,7080036,7079049
A01p011350.1_BraROA,-1,A01,Leucine-rich repeat extensin-like protein 5 [Source:Projected from Arabidopsis thaliana (AT4G18670) UniProtKB/Swiss-Prot;Acc:Q9SN46],5523317,5525625,5525625
A07p031120.1_BraROA,1,A07,Beta-glucosidase 16 [Source:Projected from Arabidopsis thaliana (AT3G60130) UniProtKB/Swiss-Prot;Acc:Q9M1D0],17246278,17253266,17246278
A02p013530.1_BraROA,-1,A02,,5928498,5930000,5930000
A06g508280.1_BraROA,-1,A06,,23331941,23333535,23333535
A09g503180.1_BraROA,1,A09,,10360378,10361179,10360378
A09p074940.1_BraROA,-1,A09,,56655252,56659726,56659726
A01p019720.1_BraROA,-1,A01,,9663588,9666409,9666409
A09p016010.1_BraROA,-1,A09,,8318375,8325584,8325584
A09p079680.1_BraROA,-1,A09,,58565916,58570985,58570985
A02p006510.1_BraROA,1,A02,,2752788,2754616,2752788
A02g507920.1_BraROA,-1,A02,,22046795,22047347,22047347
A10g500790.1_BraROA,1,A10,,2314411,2316683,2314411
A02p011500.1_BraROA,1,A02,VPS24.1 [Source:Projected from Arabidopsis thaliana (AT5G22950) UniProtKB/TrEMBL;Acc:A0A178UMV9],4989820,4991060,4989820
A06p008680.1_BraROA,-1,A06,,3035049,3035555,3035555
A06p034220.1_BraROA,1,A06,,18496008,18498419,18496008
A03p034520.1_BraROA,-1,A03,,14563354,14565807,14565807
A06p022900.1_BraROA,1,A06,"Riboflavin biosynthesis protein PYRR, chloroplastic [Source:Projected from Arabidopsis thaliana (AT3G47390) UniProtKB/Swiss-Prot;Acc:Q9STY4]",11965559,11967946,11965559
A02g512130.1_BraROA,-1,A02,,32873211,32875473,32875473
A09p022120.1_BraROA,1,A09,,12194618,12198443,12194618
A05p052150.1_BraROA,-1,A05,,30248549,30248773,30248773
A02g501300.1_BraROA,-1,A02,,4206946,4211493,4211493
A04g503610.1_BraROA,-1,A04,,7746965,7747927,7747927
A06p057980.1_BraROA,-1,A06,Monooxygenase 2 [Source:Projected from Arabidopsis thaliana (AT4G38540) UniProtKB/Swiss-Prot;Acc:O81816],30092818,30094360,30094360
A05p032580.1_BraROA,-1,A05,,17839404,17840991,17840991
A10p013170.1_BraROA,-1,A10,,5432582,5432806,5432806
A09p011530.1_BraROA,1,A09,,5821676,5824156,5821676
A08p020020.1_BraROA,1,A08,,13630224,13633409,13630224
A09g511060.1_BraROA,1,A09,,33621844,33623158,33621844
A09p006170.1_BraROA,1,A09,,3276506,3282044,3276506
A04p007050.1_BraROA,-1,A04,,9076354,9077896,9077896
A07p006800.1_BraROA,-1,A07,Peptidyl-prolyl cis-trans isomerase CYP40 [Source:Projected from Arabidopsis thaliana (AT2G15790) UniProtKB/Swiss-Prot;Acc:Q9C566],1469049,1471019,1471019
A08p036210.1_BraROA,1,A08,,21277141,21282632,21277141
A02p046870.1_BraROA,1,A02,,29332465,29336712,29332465
A07p011360.1_BraROA,1,A07,Plastidic type i signal peptidase 1 [Source:Projected from Arabidopsis thaliana (AT3G24590) UniProtKB/TrEMBL;Acc:A0A1I9LMR3],8757294,8758546,8757294
A10g503270.1_BraROA,-1,A10,,8550254,8550869,8550869
A07p047510.1_BraROA,-1,A07,Calcium-dependent protein kinase 30 [Source:Projected from Arabidopsis thaliana (AT1G74740) UniProtKB/Swiss-Prot;Acc:Q9SSF8],25505064,25507352,25507352
A02p023240.1_BraROA,1,A02,,11163816,11164827,11163816
A10p040740.1_BraROA,-1,A10,,22406267,22411912,22411912
A04p023210.1_BraROA,1,A04,,14071330,14074172,14071330
A10p039550.1_BraROA,1,A10,,21872137,21874289,21872137
A08p043260.1_BraROA,-1,A08,,24127681,24128897,24128897
A05p018170.1_BraROA,1,A05,,8299421,8301533,8299421
A06p053460.1_BraROA,-1,A06,,28171405,28179759,28179759
A04p039040.1_BraROA,1,A04,,22113261,22118509,22113261
A05p001970.1_BraROA,1,A05,,512522,513995,512522
A06g508580.1_BraROA,-1,A06,,24216409,24223087,24223087
A02p053990.1_BraROA,-1,A02,,32849197,32849521,32849521
A09p038470.1_BraROA,-1,A09,,31286780,31290007,31290007
A10p030050.1_BraROA,1,A10,,18233304,18236421,18233304
A01p040940.1_BraROA,1,A01,Nitric oxide synthase-interacting protein homolog [Source:Projected from Arabidopsis thaliana (AT1G61620) UniProtKB/TrEMBL;Acc:A0A178WN49],21853132,21854516,21853132
A06p056780.1_BraROA,-1,A06,,29548135,29548824,29548824
A05p004240.1_BraROA,-1,A05,,1624882,1629904,1629904
A02p040960.1_BraROA,-1,A02,,25845318,25848084,25848084
A07p018180.1_BraROA,1,A07,,10927949,10935777,10927949
A07g500170.1_BraROA,-1,A07,,310045,310293,310293
A09p001110.1_BraROA,1,A09,,889270,891278,889270
A02g508870.1_BraROA,1,A02,,23836051,23837267,23836051
A10p035960.1_BraROA,-1,A10,,20555220,20556848,20556848
A04p014320.1_BraROA,-1,A04,,5450985,5452193,5452193
A04p029600.1_BraROA,-1,A04,,17682285,17682614,17682614
A03p023650.1_BraROA,1,A03,Probable E3 ubiquitin-protein ligase RHC1A [Source:Projected from Arabidopsis thaliana (AT2G40830) UniProtKB/Swiss-Prot;Acc:O22197],9992356,9993777,9992356
A08p039690.1_BraROA,1,A08,,22795402,22796976,22795402
A04p036840.1_BraROA,1,A04,,21130257,21130874,21130257
A08p010020.1_BraROA,-1,A08,,7703530,7706149,7706149
A05p006060.1_BraROA,1,A05,,2395032,2398634,2395032
A10g500370.1_BraROA,-1,A10,,1086546,1089040,1089040
A06p001880.1_BraROA,1,A06,,842812,843368,842812
A04g503380.1_BraROA,1,A04,,7387108,7390470,7387108
A07p002540.1_BraROA,1,A07,Xyloglucan endotransglucosylase/hydrolase [Source:Projected from Arabidopsis thaliana (AT2G18800) UniProtKB/TrEMBL;Acc:A0A178VQ29],3772629,3773884,3772629
A01p047720.1_BraROA,-1,A01,Aluminum-activated malate transporter 9 [Source:Projected from Arabidopsis thaliana (AT3G18440) UniProtKB/Swiss-Prot;Acc:Q9LS46],26925409,26928090,26928090
A06g506660.1_BraROA,1,A06,,18608603,18611681,18608603
A08p026500.1_BraROA,-1,A08,GGP3 [Source:Projected from Arabidopsis thaliana (AT4G30550) UniProtKB/TrEMBL;Acc:A0A178V361],16878586,16880019,16880019
A05g503590.1_BraROA,-1,A05,,10400609,10403525,10403525
A07p029930.1_BraROA,-1,A07,,16749673,16750707,16750707
A03p074130.1_BraROA,-1,A03,,32225046,32233240,32233240
A03p029370.1_BraROA,1,A03,1-aminocyclopropane-1-carboxylate synthase 11 [Source:Projected from Arabidopsis thaliana (AT4G08040) UniProtKB/Swiss-Prot;Acc:Q9S9U6],12342527,12344216,12342527
A03p038610.1_BraROA,1,A03,Protein FLOWERING locus D-like protein [Source:Projected from Arabidopsis thaliana (AT3G10390) UniProtKB/TrEMBL;Acc:A0A1I9LNW6],16102105,16105042,16102105
A01p002730.1_BraROA,1,A01,,1245219,1249093,1245219
A02p052400.1_BraROA,1,A02,,32072388,32076845,32072388
A06g509390.1_BraROA,-1,A06,,27241317,27242871,27242871
A04g508330.1_BraROA,-1,A04,,21790982,21791726,21791726
A08p013920.1_BraROA,-1,A08,,9335111,9335900,9335900
A08p005180.1_BraROA,1,A08,,2993202,2995931,2993202
A04g507790.1_BraROA,1,A04,,19734290,19737614,19734290
A01p014800.1_BraROA,-1,A01,,7155286,7156955,7156955
A05p044000.1_BraROA,1,A05,,26498235,26500948,26498235
SC105g500010.1_BraROA,1,JADBGQ010000012.1,,15849,21395,15849
A04p029180.1_BraROA,-1,A04,,17464417,17466588,17466588
A06p053680.1_BraROA,1,A06,,28256993,28257736,28256993
A04p017300.1_BraROA,1,A04,,10599585,10600301,10599585
A09p020290.1_BraROA,1,A09,,10746480,10747346,10746480
A06p057320.1_BraROA,-1,A06,,29825597,29832407,29832407
A04p034580.1_BraROA,1,A04,,19983168,19984147,19983168
A05p038070.1_BraROA,1,A05,,21705695,21709933,21705695
A07p029540.1_BraROA,1,A07,,16546946,16548084,16546946
A07p005160.1_BraROA,-1,A07,Pentatricopeptide repeat-containing protein At2g17210 [Source:Projected from Arabidopsis thaliana (AT2G17210) UniProtKB/Swiss-Prot;Acc:Q9SII7],2324948,2327161,2327161
A09p072660.1_BraROA,-1,A09,,55624126,55625454,55625454
A08p016070.1_BraROA,-1,A08,RECQ helicase L2 [Source:Projected from Arabidopsis thaliana (AT1G31360) TAIR;Acc:AT1G31360],10461804,10465979,10465979
A09g513370.1_BraROA,1,A09,,40696362,40697674,40696362
A09p005420.1_BraROA,-1,A09,,2955929,2957880,2957880
A10g504020.1_BraROA,-1,A10,,9941222,9943563,9943563
A02g504820.1_BraROA,1,A02,,15403476,15403950,15403476
A06g505330.1_BraROA,1,A06,,15669088,15681310,15669088
A08p034810.1_BraROA,1,A08,Nuclear pore complex protein NUP54 [Source:Projected from Arabidopsis thaliana (AT1G24310) UniProtKB/Swiss-Prot;Acc:Q8GYF7],20630303,20632265,20630303
A03p002640.1_BraROA,1,A03,,1190771,1192375,1190771
A04p038790.1_BraROA,1,A04,,22028617,22031165,22028617
A07p035050.1_BraROA,-1,A07,,19002549,19003866,19003866
A03p048300.1_BraROA,-1,A03,,21992874,21994489,21994489
A03p043780.1_BraROA,1,A03,,18327852,18330078,18327852
A04p034730.1_BraROA,-1,A04,,20060370,20063848,20063848
A06p021920.1_BraROA,1,A06,,12527562,12528327,12527562
A01p029810.1_BraROA,1,A01,,21064271,21067587,21064271
A02p014230.1_BraROA,-1,A02,,6233807,6234962,6234962
A03p040140.1_BraROA,1,A03,,16732409,16733987,16732409
A08p011390.1_BraROA,1,JADBGQ010000066.1,,63382,64785,63382
A06p006850.1_BraROA,-1,A06,,2345764,2347022,2347022
A03p013350.1_BraROA,-1,A03,,5249963,5251894,5251894
A03p001950.1_BraROA,1,A03,,959248,967209,959248
A02g510310.1_BraROA,1,A02,,27414247,27417768,27414247
A04p038780.1_BraROA,-1,A04,Peptidylprolyl isomerase [Source:Projected from Arabidopsis thaliana (AT2G43560) UniProtKB/TrEMBL;Acc:A0A178VVY6],22024911,22026659,22026659
SC262g500020.1_BraROA,1,JADBGQ010000111.1,,47571,48950,47571
A08g500390.1_BraROA,1,A08,,924529,925258,924529
A10p013620.1_BraROA,1,A10,,4677182,4679933,4677182
A07p010910.1_BraROA,-1,A07,,6829277,6832059,6832059
A08p042210.1_BraROA,1,A08,,23715951,23719030,23715951
A08p046100.1_BraROA,1,A08,,25158941,25161610,25158941
A03p045130.1_BraROA,1,A03,Heavy metal-associated isoprenylated plant protein 19 [Source:Projected from Arabidopsis thaliana (AT3G21490) UniProtKB/Swiss-Prot;Acc:A0JPW5],18861224,18861859,18861224
A01g504780.1_BraROA,-1,A01,,14272475,14280212,14280212
A07p014860.1_BraROA,-1,A07,,9242091,9243552,9243552
A08g508830.1_BraROA,1,A08,,16557781,16560581,16557781
A04p025380.1_BraROA,1,A04,,15378005,15380661,15378005
A01p013900.1_BraROA,1,A01,,6788758,6792019,6788758
A09g514980.1_BraROA,-1,A09,,44592077,44593599,44593599
A06p057700.1_BraROA,1,A06,,29991549,29993278,29991549
A05p049920.1_BraROA,1,A05,,28929719,28934864,28929719
A06g501050.1_BraROA,-1,A06,,3924956,3929500,3929500
A10p036750.1_BraROA,1,A10,Peroxidase 54 [Source:Projected from Arabidopsis thaliana (AT5G06730) UniProtKB/Swiss-Prot;Acc:Q9FG34],20862871,20864332,20862871
A09p055850.1_BraROA,1,A09,Protein indeterminate-domain 2 [Source:Projected from Arabidopsis thaliana (AT3G50700) UniProtKB/Swiss-Prot;Acc:Q9SCQ6],47703503,47705249,47703503
A06g500800.1_BraROA,1,A06,,3273789,3274103,3273789
A10g504350.1_BraROA,1,A10,,10661835,10663663,10661835
A01p017820.1_BraROA,-1,A01,"Pentatricopeptide repeat-containing protein At4g25270, chloroplastic [Source:Projected from Arabidopsis thaliana (AT4G25270) UniProtKB/Swiss-Prot;Acc:Q9SB36]",8681388,8685417,8685417
A06p011210.1_BraROA,1,A06,,4129438,4130465,4129438
A07g500650.1_BraROA,-1,A07,,1274840,1276365,1276365
A01g502940.1_BraROA,-1,A01,,9508263,9508727,9508727
A07p049400.1_BraROA,-1,A07,,26239353,26241161,26241161
A03p020260.1_BraROA,1,A03,Putative peroxisomal acyl-coenzyme A oxidase 1.2 [Source:Projected from Arabidopsis thaliana (AT2G35690) UniProtKB/Swiss-Prot;Acc:Q9ZQP2],8307271,8310398,8307271
A03g510080.1_BraROA,1,A03,,32363634,32364772,32363634
A09g501380.1_BraROA,-1,A09,,4510928,4518120,4518120
A10p008440.1_BraROA,-1,A10,,8498270,8503928,8503928
A02p043130.1_BraROA,1,A02,,27037199,27037626,27037199
A10p035160.1_BraROA,1,A10,,20269643,20271322,20269643
A08g510420.1_BraROA,-1,A08,,23294138,23297060,23297060
A01p014630.1_BraROA,1,A01,,7075436,7086534,7075436
A08p018570.1_BraROA,1,A08,,12793069,12795144,12793069
A02p001690.1_BraROA,1,A02,,735824,736783,735824
A01g505460.1_BraROA,-1,A01,,16282431,16287285,16287285
A03p021630.1_BraROA,-1,A03,,9211679,9212999,9212999
SC203g500020.1_BraROA,-1,JADBGQ010000062.1,,65573,67314,67314
A02g509890.1_BraROA,-1,A02,,26468167,26470392,26470392
A01g504460.1_BraROA,1,A01,,13577149,13591787,13577149
A05p050060.1_BraROA,-1,A05,,28986109,28987033,28987033
A01p048440.1_BraROA,-1,A01,,27273650,27274747,27274747
A10p004620.1_BraROA,1,A10,,8928105,8929108,8928105
A09g515820.1_BraROA,1,A09,,46756827,46758384,46756827
A02p007560.1_BraROA,1,A02,,3194478,3197366,3194478
A10p022740.1_BraROA,-1,A10,,14961088,14963643,14963643
A03p071520.1_BraROA,-1,A03,,31486294,31486953,31486953
A07p011590.1_BraROA,1,A07,,8621387,8622184,8621387
A05p018040.1_BraROA,1,A05,Tim10/DDP family zinc finger protein [Source:Projected from Arabidopsis thaliana (AT2G29530) UniProtKB/TrEMBL;Acc:F4IKQ3],8223745,8224590,8223745
A02p011880.1_BraROA,1,A02,,5192220,5192876,5192220
A04p017990.1_BraROA,-1,JADBGQ010000022.1,,75342,76455,76455
A04p030680.1_BraROA,1,A04,,18199346,18200852,18199346
A09p070400.1_BraROA,-1,A09,,54577805,54580715,54580715
A10p004650.1_BraROA,-1,A10,,8946056,8948462,8948462
A09p014360.1_BraROA,1,A09,,7379052,7384493,7379052
